,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,1,4,1,0,0,2,0,8,2,0,3,1,0,7,0,75,4,9,7,36
true_1,0,129,16,6,4,22,1,3,2,0,0,0,7,0,1,1,0,1,1,1
true_2,0,8,142,11,9,13,0,5,2,0,1,0,4,0,2,0,0,0,0,0
true_3,0,7,41,113,11,1,7,4,1,0,0,0,9,1,0,1,0,0,0,0
true_4,0,8,11,16,134,3,3,10,0,0,2,1,5,0,0,0,0,0,0,0
true_5,0,5,9,0,1,178,0,3,0,0,1,0,1,0,0,0,0,0,0,0
true_6,0,0,3,3,4,0,160,12,4,0,1,0,4,0,1,0,1,2,0,0
true_7,0,1,0,0,3,0,2,164,12,0,1,0,6,1,2,2,2,2,0,0
true_8,0,0,1,0,1,0,5,23,161,0,3,0,0,2,0,0,0,1,2,0
true_9,0,0,1,0,0,1,0,9,2,159,23,1,0,1,0,0,0,1,0,1
true_10,0,1,0,0,0,1,0,8,1,2,183,0,0,0,0,1,0,0,2,1
true_11,0,0,5,1,3,7,0,2,1,0,0,137,12,5,4,1,6,3,10,1
true_12,0,6,7,10,8,2,8,10,0,0,0,3,130,9,3,1,0,0,0,0
true_13,0,1,0,0,0,1,0,7,0,0,1,0,1,181,1,2,0,0,1,2
true_14,0,6,0,0,3,2,0,11,1,0,3,4,6,13,140,0,0,1,6,1
true_15,0,0,0,0,0,0,1,9,1,0,0,0,0,4,0,171,0,1,3,9
true_16,0,1,2,0,1,1,0,4,2,0,1,4,1,3,1,3,106,1,29,22
true_17,0,0,1,0,0,1,0,4,1,0,4,0,0,3,1,4,1,157,10,1
true_18,0,0,1,0,0,0,1,8,1,1,2,3,0,10,3,2,13,6,97,7
true_19,0,0,0,0,0,0,0,4,0,0,1,2,0,5,0,75,6,4,6,23
