,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,7,3,1,0,0,2,0,8,0,0,5,1,0,8,1,78,3,6,4,33
true_1,0,131,11,6,2,24,0,3,4,0,0,0,9,0,1,1,0,1,1,1
true_2,0,8,144,16,4,12,1,5,1,0,1,0,4,0,1,0,0,0,0,0
true_3,0,7,32,131,7,2,5,3,0,0,0,0,8,1,0,0,0,0,0,0
true_4,0,8,12,17,129,3,3,10,0,0,0,2,8,0,0,0,0,0,1,0
true_5,0,4,10,3,0,177,0,3,0,0,1,0,0,0,0,0,0,0,0,0
true_6,0,0,7,4,4,0,153,13,5,0,1,0,2,2,1,0,1,2,0,0
true_7,0,0,3,1,2,0,2,165,8,0,2,0,6,2,1,1,1,2,2,0
true_8,0,0,2,0,0,0,3,21,163,0,2,0,1,2,1,0,0,0,2,2
true_9,0,0,0,0,0,1,0,9,1,166,16,1,1,0,0,2,0,1,0,1
true_10,0,0,2,0,0,0,0,7,1,5,181,0,0,0,0,1,0,1,1,1
true_11,0,0,6,1,1,6,0,2,2,0,1,145,9,5,1,1,6,2,9,1
true_12,0,4,6,9,6,2,6,9,0,0,0,2,142,8,2,1,0,0,0,0
true_13,0,1,2,0,0,1,0,5,0,0,1,0,1,181,1,3,0,0,1,1
true_14,0,6,1,0,3,1,0,9,1,0,3,4,8,8,144,1,1,1,6,0
true_15,0,0,2,0,0,0,0,8,1,0,0,0,0,4,0,170,0,1,2,11
true_16,0,1,3,0,0,0,0,3,4,0,1,6,2,2,1,4,104,1,23,27
true_17,0,0,0,0,0,1,0,6,0,0,4,1,0,2,1,4,0,159,6,4
true_18,0,0,1,0,0,1,1,7,1,1,2,5,0,8,2,4,10,8,94,10
true_19,1,0,1,0,0,0,0,2,0,2,3,2,0,2,2,65,7,2,3,34
