,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,11,3,0,0,0,1,0,3,1,0,4,2,1,11,3,50,3,7,3,57
true_1,0,133,12,5,3,21,0,1,4,1,0,0,7,2,1,1,0,1,1,2
true_2,0,8,139,21,5,8,3,0,1,0,1,0,5,5,1,0,0,0,0,0
true_3,0,6,26,132,10,1,6,1,0,0,0,1,10,2,0,1,0,0,0,0
true_4,0,7,7,17,138,3,3,0,0,0,0,2,6,9,0,0,0,0,1,0
true_5,0,4,9,2,0,178,0,2,0,0,1,0,1,1,0,0,0,0,0,0
true_6,0,0,5,2,5,0,159,11,4,0,0,0,2,4,1,0,1,0,0,1
true_7,0,0,4,0,2,0,2,155,9,0,1,0,6,11,1,0,1,2,2,2
true_8,0,0,1,0,1,0,4,15,161,0,2,0,1,8,1,0,0,0,3,2
true_9,0,0,0,0,0,1,0,0,1,158,23,2,1,9,0,2,0,1,0,1
true_10,0,0,2,0,0,0,0,0,1,2,184,0,0,7,0,1,0,0,2,1
true_11,1,0,5,1,1,5,0,0,1,0,1,149,7,5,1,1,7,2,9,2
true_12,0,3,3,9,7,1,9,6,0,0,0,4,140,9,5,1,0,0,0,0
true_13,0,1,2,0,0,1,0,2,0,0,0,0,1,184,1,2,0,1,1,2
true_14,0,4,2,0,2,2,0,1,1,0,4,2,6,15,149,1,1,0,6,1
true_15,0,0,2,0,0,0,1,1,1,0,0,0,0,10,0,161,0,1,1,21
true_16,0,0,5,0,0,0,0,3,3,0,1,3,2,3,1,2,99,1,34,25
true_17,0,0,1,0,0,1,0,1,0,0,3,1,0,5,1,1,1,160,6,7
true_18,0,0,2,0,0,1,1,1,1,1,2,5,0,10,2,4,7,5,105,8
true_19,2,0,1,0,0,0,0,0,1,1,3,2,0,4,1,44,7,2,2,56
