,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,15,3,0,0,0,1,0,3,4,1,3,2,1,15,3,62,2,7,5,33
true_1,0,139,11,6,2,17,0,1,4,0,0,0,9,2,2,1,0,0,1,0
true_2,0,9,147,9,4,11,2,0,1,0,1,0,7,5,1,0,0,0,0,0
true_3,0,7,40,114,10,2,6,1,0,0,0,1,13,2,0,0,0,0,0,0
true_4,0,7,12,16,131,3,3,0,0,0,0,2,9,9,0,0,0,0,1,0
true_5,0,4,9,1,1,179,0,1,0,0,1,0,1,1,0,0,0,0,0,0
true_6,0,0,5,3,5,0,156,11,3,0,0,0,5,3,1,0,1,2,0,0
true_7,1,0,4,0,3,0,2,158,8,0,1,0,7,10,0,0,1,1,1,1
true_8,0,0,1,0,1,0,4,17,160,0,2,0,2,9,1,0,0,0,0,2
true_9,0,0,0,0,0,1,0,0,1,170,13,1,1,9,0,2,0,0,0,1
true_10,0,0,2,0,0,0,0,1,0,4,182,0,0,8,0,1,0,0,1,1
true_11,1,0,4,1,1,6,0,0,1,0,1,149,9,7,1,1,6,2,7,1
true_12,0,6,4,10,4,3,8,7,0,0,0,3,141,8,2,1,0,0,0,0
true_13,0,1,2,0,0,1,0,2,0,0,1,0,3,183,2,2,0,0,1,0
true_14,0,7,2,0,2,1,0,2,0,0,4,3,8,14,146,1,1,0,6,0
true_15,0,0,2,0,0,0,1,1,0,0,0,0,0,9,1,166,1,1,2,15
true_16,0,0,4,0,1,0,0,4,3,1,2,8,2,3,1,2,109,0,20,22
true_17,0,0,1,0,0,0,0,3,1,0,4,1,0,7,1,1,0,158,6,5
true_18,0,0,1,0,0,2,1,5,1,1,3,8,0,13,3,3,11,5,91,7
true_19,1,0,1,0,0,0,0,0,1,1,2,2,0,5,2,57,7,2,2,43
