,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,50,0,0,0,0,0,0,11,0,1,2,3,1,15,3,24,7,22,8,13
true_1,0,108,6,4,12,42,2,2,0,1,0,0,12,2,2,1,0,0,1,0
true_2,0,10,98,14,21,24,8,5,0,2,1,0,11,0,2,0,1,0,0,0
true_3,0,1,14,85,54,3,13,4,0,1,0,1,19,1,0,0,0,0,0,0
true_4,0,3,1,6,151,1,7,12,0,1,0,0,10,1,0,0,0,0,0,0
true_5,0,6,5,0,3,177,3,3,0,0,1,0,0,0,0,0,0,0,0,0
true_6,0,0,2,0,5,0,167,11,1,1,0,0,7,0,1,0,0,0,0,0
true_7,0,0,0,0,3,1,5,171,2,1,0,0,5,2,0,1,4,1,2,0
true_8,0,0,0,0,3,0,6,38,130,0,2,0,6,2,0,0,9,1,2,0
true_9,0,0,0,0,0,1,1,11,1,178,0,1,0,2,0,0,1,3,0,0
true_10,0,0,1,0,0,0,0,10,0,15,169,0,0,2,0,1,2,0,0,0
true_11,0,0,2,0,2,4,5,3,0,0,0,148,11,4,4,0,7,3,5,0
true_12,0,0,0,1,6,3,8,4,0,0,0,2,165,5,1,0,2,0,0,0
true_13,0,1,0,0,0,1,2,7,0,0,0,0,4,179,1,0,2,1,0,0
true_14,0,0,0,0,1,1,1,9,0,1,2,1,11,9,153,0,5,1,2,0
true_15,7,1,0,0,0,0,1,9,0,0,0,0,1,5,1,154,2,5,5,8
true_16,1,0,1,0,0,1,0,4,0,1,0,8,1,2,0,0,151,1,10,1
true_17,0,0,0,0,0,0,0,5,0,1,0,3,0,2,0,0,2,169,6,0
true_18,0,0,1,0,0,0,1,8,0,3,0,8,0,8,2,0,21,9,94,0
true_19,5,0,0,0,1,0,1,6,0,2,0,1,1,6,3,53,18,4,7,18
