,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,62,1,0,0,0,0,0,3,2,5,3,2,0,5,5,18,7,19,12,16
true_1,1,109,7,2,6,46,3,4,0,1,0,1,8,1,3,1,0,1,1,0
true_2,0,10,97,13,11,42,6,5,0,1,2,0,7,0,2,0,1,0,0,0
true_3,0,3,14,65,52,13,26,3,1,1,0,2,14,1,0,0,0,1,0,0
true_4,0,3,7,4,145,4,8,11,0,1,0,2,6,0,2,0,0,0,0,0
true_5,0,6,4,0,2,182,2,1,0,0,1,0,0,0,0,0,0,0,0,0
true_6,0,0,1,0,4,1,167,10,2,1,0,0,6,0,1,0,2,0,0,0
true_7,0,0,0,0,5,2,5,167,5,1,0,0,4,1,0,0,2,3,2,1
true_8,0,0,0,0,3,0,6,29,139,1,2,1,5,1,0,0,7,0,5,0
true_9,0,0,0,0,0,1,1,11,1,180,2,1,0,0,0,1,0,0,1,0
true_10,0,0,1,0,0,0,0,8,0,16,168,1,0,0,1,1,1,2,1,0
true_11,0,1,1,0,1,5,2,3,1,1,0,158,4,1,4,0,6,5,5,0
true_12,0,2,1,2,6,4,9,6,0,1,0,4,156,4,1,0,1,0,0,0
true_13,0,1,0,0,2,1,2,4,0,0,0,0,4,178,1,0,3,1,1,0
true_14,0,1,0,0,1,1,0,10,1,2,1,0,8,3,156,0,3,4,6,0
true_15,10,0,0,0,0,0,1,10,0,1,0,0,0,3,1,158,4,4,6,1
true_16,2,0,0,0,1,1,0,1,1,2,0,11,0,0,0,0,145,2,14,2
true_17,0,0,0,0,0,3,0,3,1,0,0,3,0,1,1,0,0,169,5,2
true_18,0,0,0,0,0,1,1,5,0,3,0,5,0,4,2,0,19,12,103,0
true_19,8,0,0,0,1,1,1,5,1,3,1,3,0,2,1,53,15,5,7,19
