,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,54,1,0,0,0,0,0,8,0,1,3,2,2,10,3,25,5,18,15,13
true_1,0,126,11,2,6,26,1,3,0,1,0,0,11,2,3,1,0,1,1,0
true_2,0,9,125,6,17,16,3,5,0,1,2,0,10,1,2,0,0,0,0,0
true_3,0,2,22,68,61,4,12,4,1,1,0,1,19,1,0,0,0,0,0,0
true_4,0,3,10,4,145,1,3,11,0,1,0,0,11,2,1,0,0,1,0,0
true_5,0,6,13,0,1,173,0,3,0,0,1,0,1,0,0,0,0,0,0,0
true_6,0,0,2,0,5,0,163,10,2,1,0,0,10,1,1,0,0,0,0,0
true_7,0,0,1,0,2,1,5,176,1,1,0,1,4,1,0,1,3,0,1,0
true_8,0,0,0,0,2,0,6,40,128,1,3,0,5,3,0,0,5,2,4,0
true_9,0,0,0,0,0,1,1,10,0,176,3,2,0,1,0,0,1,4,0,0
true_10,0,0,1,0,0,0,0,9,0,14,170,1,0,0,0,1,2,2,0,0
true_11,0,1,6,0,2,3,1,3,0,0,0,148,9,4,4,0,7,4,6,0
true_12,0,3,2,1,6,1,8,7,0,0,0,4,159,4,1,0,1,0,0,0
true_13,0,1,0,0,0,1,2,5,0,0,0,1,4,180,1,0,0,1,2,0
true_14,0,1,0,0,1,1,1,9,0,3,0,2,9,8,153,0,3,2,3,1
true_15,8,1,0,0,0,0,0,9,0,0,0,0,1,3,3,160,2,3,7,2
true_16,2,0,1,0,0,1,0,2,1,2,0,9,2,1,0,0,142,2,16,1
true_17,0,0,0,0,0,0,0,4,1,0,0,3,0,2,0,0,1,167,7,3
true_18,1,0,1,0,0,0,1,5,0,2,1,7,0,4,2,0,20,9,102,0
true_19,6,0,0,0,0,0,0,6,0,1,0,2,1,4,1,57,14,6,8,20
