,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,68,1,0,0,0,0,0,7,1,0,1,2,2,14,1,19,4,22,12,6
true_1,0,97,6,2,14,49,2,2,0,1,0,0,14,2,4,1,0,0,1,0
true_2,0,7,95,9,30,25,8,5,0,0,1,0,13,2,2,0,0,0,0,0
true_3,0,2,12,41,94,1,11,5,0,0,0,1,25,2,0,1,0,1,0,0
true_4,0,1,4,3,155,2,5,11,0,1,0,0,9,1,0,0,0,1,0,0
true_5,2,4,5,0,7,175,3,2,0,0,0,0,0,0,0,0,0,0,0,0
true_6,0,0,2,1,4,0,164,12,2,0,0,0,8,1,1,0,0,0,0,0
true_7,1,0,0,0,4,1,4,174,2,0,0,0,4,1,0,0,2,2,3,0
true_8,1,0,0,0,2,0,7,41,125,0,2,0,5,4,0,0,6,2,4,0
true_9,0,0,0,0,0,1,1,9,0,176,1,2,0,1,0,0,2,5,1,0
true_10,0,0,1,0,0,0,0,9,0,15,169,0,0,0,0,1,2,2,1,0
true_11,2,0,4,0,3,2,3,3,0,0,0,149,11,4,2,0,5,4,6,0
true_12,0,1,1,0,10,0,7,9,0,0,0,4,156,8,1,0,0,0,0,0
true_13,0,1,0,0,0,1,2,6,0,0,0,0,3,182,1,0,0,1,1,0
true_14,0,0,0,0,1,1,0,10,0,2,0,1,10,19,141,0,3,4,5,0
true_15,13,0,0,0,0,0,0,9,0,0,0,0,1,4,0,154,1,6,8,3
true_16,2,0,1,0,0,1,0,2,0,0,0,7,1,2,0,1,138,3,23,1
true_17,0,0,0,0,0,0,0,4,0,0,1,1,0,2,0,1,1,168,10,0
true_18,0,0,1,0,1,0,1,5,0,2,1,3,0,5,2,0,17,9,108,0
true_19,16,0,0,0,0,0,0,3,0,0,0,2,1,6,1,54,16,9,7,11
