,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,45,0,0,0,0,2,0,7,0,0,0,4,2,17,0,25,9,34,14,1
true_1,0,89,4,1,20,41,3,4,0,0,0,3,20,3,5,1,0,0,1,0
true_2,0,5,65,6,48,28,14,6,0,1,1,1,18,2,1,0,0,0,1,0
true_3,0,0,5,4,123,2,19,5,0,0,0,5,29,1,0,1,1,1,0,0
true_4,0,1,2,0,155,1,8,11,0,1,0,1,12,0,0,0,0,1,0,0
true_5,0,5,1,0,7,172,5,2,0,0,0,1,4,0,0,0,1,0,0,0
true_6,0,0,0,0,3,1,169,10,0,1,0,0,7,1,0,0,1,2,0,0
true_7,0,0,0,0,2,0,6,172,1,0,0,0,5,2,0,1,5,2,2,0
true_8,0,0,0,0,0,0,12,55,105,3,1,1,6,3,1,0,5,3,4,0
true_9,0,0,0,0,0,0,1,10,0,176,0,0,2,1,0,0,2,5,2,0
true_10,0,0,0,0,1,0,1,10,0,19,164,0,0,0,0,0,2,3,0,0
true_11,0,0,3,0,2,2,1,4,0,0,0,154,9,4,2,0,6,5,6,0
true_12,0,0,1,0,8,0,10,9,0,0,0,5,151,10,0,0,3,0,0,0
true_13,0,1,0,0,0,1,2,6,0,0,0,0,2,183,1,0,1,1,0,0
true_14,0,0,0,0,1,1,0,10,0,2,0,1,11,15,141,0,3,6,6,0
true_15,6,1,0,0,0,0,0,9,0,0,0,0,1,5,0,157,3,7,10,0
true_16,1,0,0,0,0,1,0,4,0,0,0,5,2,1,0,1,146,3,18,0
true_17,0,0,0,0,0,1,0,4,0,0,0,1,0,3,0,0,3,172,4,0
true_18,0,0,1,0,0,0,1,8,0,2,0,5,0,7,2,0,24,14,91,0
true_19,7,0,0,0,0,0,1,4,0,1,0,1,0,8,1,64,19,9,6,5
