,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,70,1,0,0,2,0,0,7,0,2,8,2,0,8,2,13,2,17,3,23
true_1,0,122,3,3,9,39,2,2,0,0,0,1,8,1,2,1,0,1,1,0
true_2,0,12,91,20,16,36,6,5,0,1,1,0,8,0,1,0,0,0,0,0
true_3,0,3,13,87,55,10,13,3,1,1,0,1,8,1,0,0,0,0,0,0
true_4,0,5,6,3,149,3,5,12,0,1,0,0,7,1,0,0,0,1,0,0
true_5,0,5,4,1,2,181,1,1,0,0,1,0,0,0,0,0,1,0,0,1
true_6,0,0,0,1,6,1,165,11,2,0,0,0,8,0,1,0,0,0,0,0
true_7,1,0,0,0,6,1,5,170,3,1,0,0,7,0,0,0,1,1,1,1
true_8,0,0,0,1,2,0,6,34,131,2,5,0,6,1,1,0,6,2,2,0
true_9,0,0,0,0,0,1,0,10,0,181,3,1,0,0,0,1,0,2,0,0
true_10,0,0,0,0,0,1,0,9,0,18,167,0,0,0,0,1,2,2,0,0
true_11,0,0,0,0,2,6,3,4,0,0,0,152,6,4,3,0,11,2,4,1
true_12,0,4,2,3,6,1,7,6,0,1,0,4,157,5,0,0,1,0,0,0
true_13,0,1,0,0,0,1,2,6,0,0,0,0,5,178,1,0,2,1,1,0
true_14,0,1,0,0,1,0,1,8,0,2,3,1,10,4,163,0,1,0,2,0
true_15,7,1,0,0,0,0,0,9,0,0,0,0,1,5,3,144,3,4,1,21
true_16,1,0,0,0,0,1,0,3,0,2,0,11,2,1,1,1,140,3,13,3
true_17,0,0,0,0,1,0,0,3,0,0,1,4,0,1,1,0,2,169,3,3
true_18,0,0,0,0,1,1,1,6,0,3,1,9,0,5,5,0,20,12,90,1
true_19,9,0,0,0,0,0,1,4,0,3,0,1,2,6,0,34,16,7,4,39
