,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,72,1,0,0,0,0,0,8,1,3,5,2,0,4,0,22,5,19,8,10
true_1,0,101,12,2,14,40,2,3,0,1,0,0,13,2,3,1,0,0,1,0
true_2,0,6,109,7,24,18,6,5,0,1,1,1,17,0,2,0,0,0,0,0
true_3,0,1,16,48,75,2,14,4,1,1,0,5,28,1,0,0,0,0,0,0
true_4,0,2,5,2,151,2,5,12,0,1,0,0,12,0,0,0,0,1,0,0
true_5,1,4,9,0,4,174,4,2,0,0,0,0,0,0,0,0,0,0,0,0
true_6,0,0,2,0,3,0,171,8,1,2,0,0,7,0,1,0,0,0,0,0
true_7,1,0,0,0,2,1,6,172,3,1,0,0,4,2,0,0,2,2,2,0
true_8,0,0,0,0,2,0,7,36,136,3,4,0,2,0,0,0,5,2,2,0
true_9,0,0,0,0,0,1,1,10,0,179,0,2,1,1,0,0,0,4,0,0
true_10,0,0,1,0,0,0,0,10,0,15,169,1,0,0,0,1,1,2,0,0
true_11,1,0,3,0,1,2,2,3,0,0,0,155,10,2,4,0,6,4,5,0
true_12,0,1,0,0,6,2,11,7,0,0,0,4,161,3,1,0,1,0,0,0
true_13,0,1,0,0,0,1,2,7,0,0,0,0,4,179,1,0,2,1,0,0
true_14,0,0,0,0,1,1,0,10,0,2,1,1,10,7,153,0,4,3,3,1
true_15,12,1,0,0,0,0,0,10,0,1,0,0,0,2,2,158,2,3,6,2
true_16,4,0,0,0,0,1,0,4,1,1,0,11,0,0,0,1,146,3,10,0
true_17,0,0,0,0,0,0,0,4,1,0,0,4,0,2,0,1,1,170,4,1
true_18,0,0,2,0,0,0,1,6,0,2,2,10,0,3,2,0,22,7,98,0
true_19,10,0,0,0,0,0,1,5,2,0,0,2,0,2,0,61,16,10,5,12
