,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,29,0,0,0,0,1,0,9,0,4,0,5,3,23,2,14,9,38,23,0
true_1,0,14,0,0,13,105,3,5,0,0,0,2,48,4,1,0,0,0,0,0
true_2,0,2,1,0,56,79,5,7,0,2,0,1,42,1,1,0,0,0,0,0
true_3,0,0,0,0,103,9,6,5,0,2,0,3,67,1,0,0,0,0,0,0
true_4,0,0,0,0,129,5,9,11,0,2,0,0,37,0,0,0,0,0,0,0
true_5,0,1,0,0,3,178,3,1,0,2,0,0,9,0,0,0,1,0,0,0
true_6,0,0,0,0,4,1,150,22,0,6,0,2,9,0,1,0,0,0,0,0
true_7,0,0,0,0,0,0,1,174,0,5,0,0,9,1,1,0,4,2,1,0
true_8,0,0,0,0,0,0,11,159,0,10,0,1,7,6,0,0,3,0,2,0
true_9,0,0,0,0,0,1,1,11,0,180,0,0,2,1,0,0,0,1,2,0
true_10,0,0,0,0,0,1,0,11,0,60,124,0,0,2,0,0,1,1,0,0
true_11,0,0,0,0,1,6,0,6,0,1,0,134,24,7,0,0,10,2,7,0
true_12,0,0,0,0,10,2,7,9,0,3,0,7,152,7,0,0,0,0,0,0
true_13,0,0,0,0,0,1,2,6,0,2,0,0,5,180,1,0,0,0,1,0
true_14,0,0,0,0,2,2,2,14,0,5,0,3,17,29,113,0,1,3,6,0
true_15,7,0,0,0,0,1,1,9,0,5,0,0,1,15,1,113,8,11,27,0
true_16,0,0,0,0,0,0,2,3,0,6,0,9,4,2,0,0,134,3,19,0
true_17,0,0,0,0,0,2,1,5,0,6,0,2,0,3,0,0,2,158,9,0
true_18,0,0,0,0,0,0,1,12,0,7,0,6,1,15,2,0,23,11,77,0
true_19,7,0,0,0,0,0,1,7,0,5,0,0,2,26,2,28,19,13,16,0
