client_id,round,contribution,scaled_contribution,data_size
4,1,102.36077880859375,1.0,57422
4,4,76.95149230957031,0.0,57422
1,1,102.00019073486328,0.0,57423
1,2,82.31000518798828,0.0,57423
1,3,73.5179443359375,0.0,57423
3,2,87.28997039794922,1.0,57422
3,5,74.23722839355469,1.0,57422
2,3,81.71305084228516,1.0,57423
2,5,73.23480224609375,0.0,57423
0,4,79.04115295410156,1.0,57423
