,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,32,4,1,0,0,2,2,3,5,0,0,3,0,4,2,36,18,20,8,20
true_1,0,133,16,7,4,19,0,4,2,0,0,1,6,0,2,1,0,0,0,0
true_2,0,8,134,18,9,12,0,5,2,0,0,3,4,1,1,0,0,0,0,0
true_3,0,2,31,122,19,2,7,1,5,0,0,1,6,0,0,0,0,0,0,0
true_4,0,8,13,24,124,1,5,9,1,1,0,2,5,0,0,0,0,0,0,0
true_5,0,10,12,3,1,166,0,1,2,0,0,0,2,0,0,0,1,0,0,0
true_6,0,0,6,4,2,0,167,4,7,0,0,2,1,0,0,0,2,0,0,0
true_7,0,0,1,1,1,0,5,158,16,0,1,2,5,0,0,0,6,0,0,2
true_8,0,1,3,0,0,0,6,23,157,2,1,0,0,1,0,0,5,0,0,0
true_9,0,0,2,0,0,0,1,9,7,174,2,1,0,0,0,0,0,1,1,1
true_10,0,0,0,0,0,1,0,7,7,12,167,2,0,0,0,1,2,1,0,0
true_11,0,1,2,3,3,3,0,2,3,0,0,152,5,3,4,0,11,1,3,2
true_12,0,6,6,17,10,2,10,7,5,0,0,10,117,4,2,0,1,0,0,0
true_13,0,3,0,0,0,1,1,4,3,0,0,1,4,175,3,1,2,0,0,0
true_14,0,3,1,0,2,1,1,8,6,0,0,4,6,6,151,0,4,2,2,0
true_15,0,1,0,0,0,0,0,7,3,1,0,1,0,4,1,163,8,2,3,5
true_16,0,0,1,0,0,1,0,2,4,0,0,11,0,0,1,0,152,3,3,4
true_17,0,0,3,0,0,0,0,3,6,0,0,3,0,1,1,0,12,154,3,2
true_18,2,0,1,0,0,0,1,6,4,1,0,11,0,6,6,0,42,8,66,1
true_19,6,0,0,0,0,0,0,3,3,1,0,4,1,1,2,62,18,4,2,19
