class,precision,recall,f1,support,roc_auc,pr_auc
0,0.7681159420289855,0.33125,0.462882096069869,160,0.9609314404432134,0.625994921774596
1,0.745945945945946,0.7076923076923077,0.7263157894736842,195,0.9677920028689259,0.7749085374126214
2,0.4634146341463415,0.7715736040609137,0.579047619047619,197,0.9684733641055804,0.7521528358748625
3,0.703030303030303,0.5918367346938775,0.6426592797783933,196,0.970923792012608,0.6976222105393177
4,0.7135135135135136,0.6839378238341969,0.6984126984126984,193,0.9751231602016917,0.8021663980945926
5,0.8190954773869347,0.8232323232323232,0.8211586901763224,198,0.9884299320189578,0.9021860042682863
6,0.8418367346938775,0.8461538461538461,0.8439897698209718,195,0.9890292271830733,0.9122867744430213
7,0.7538461538461538,0.7424242424242424,0.7480916030534351,198,0.9824992647641024,0.8619302761265081
8,0.772093023255814,0.8341708542713567,0.8019323671497585,199,0.9874083382468208,0.8930948376919151
9,0.9010416666666666,0.8693467336683417,0.8849104859335039,199,0.9946920263597462,0.9410434532200533
10,0.9655172413793104,0.84,0.8983957219251337,200,0.9930364145658264,0.9453561687589759
11,0.7905759162303665,0.7626262626262627,0.7763496143958869,198,0.9742229122128337,0.8289418094762584
12,0.7204301075268817,0.6802030456852792,0.6997389033942559,197,0.9643220942176306,0.7487566738756681
13,0.8497652582159625,0.9141414141414141,0.8807785888077859,198,0.9908639870146029,0.9409204798127228
14,0.8674033149171271,0.7969543147208121,0.8306878306878307,197,0.9862007924634988,0.9026934755771093
15,0.6227106227106227,0.8542713567839196,0.7203389830508474,199,0.977673300695581,0.7990532750490331
16,0.6266094420600858,0.8021978021978022,0.7036144578313253,182,0.9808029206022518,0.8082900469490755
17,0.826530612244898,0.8617021276595744,0.84375,188,0.9937126531000154,0.9216521063746814
18,0.7207207207207207,0.5161290322580645,0.6015037593984962,155,0.9696925891223844,0.678209570843435
19,0.27710843373493976,0.18253968253968253,0.22009569377990432,126,0.9385508685728224,0.2839297077447439
