class,precision,recall,f1,support,roc_auc,pr_auc
0,0.75,0.075,0.13636363636363635,160,0.9575155817174517,0.6028348056760293
1,0.7374301675977654,0.676923076923077,0.7058823529411765,195,0.9665024206562668,0.7661920993130847
2,0.4524590163934426,0.700507614213198,0.549800796812749,197,0.9623998943003149,0.7256123245243786
3,0.6464646464646465,0.6530612244897959,0.649746192893401,196,0.9671293811312998,0.6732794836908539
4,0.7096774193548387,0.6839378238341969,0.6965699208443272,193,0.9732647122302679,0.7781503974863331
5,0.7887323943661971,0.8484848484848485,0.8175182481751825,198,0.987023086407185,0.8958655790510245
6,0.8177339901477833,0.8512820512820513,0.8341708542713567,195,0.9876937421552807,0.9050161115042075
7,0.7671957671957672,0.7323232323232324,0.7493540051679587,198,0.9809510276335585,0.8586310587801151
8,0.7627906976744186,0.8241206030150754,0.7922705314009661,199,0.9890561741780873,0.8991301716632302
9,0.8917525773195877,0.8693467336683417,0.8804071246819338,199,0.9945048682223776,0.934985710296772
10,0.9545454545454546,0.84,0.8936170212765957,200,0.9927492997198879,0.9455764259086998
11,0.7842105263157895,0.7525252525252525,0.7680412371134021,198,0.9734749510785344,0.8240048489487419
12,0.7134502923976608,0.6192893401015228,0.6630434782608695,197,0.9599094165064833,0.7259883530854396
13,0.8380952380952381,0.8888888888888888,0.8627450980392157,198,0.9909940672118723,0.935865103407482
14,0.8611111111111112,0.7868020304568528,0.8222811671087533,197,0.9840711711212549,0.8951483898652769
15,0.49295774647887325,0.8793969849246231,0.631768953068592,199,0.9762393597784497,0.7893125915815088
16,0.6090534979423868,0.8131868131868132,0.6964705882352941,182,0.9791842772612005,0.8002341450329346
17,0.7989949748743719,0.8457446808510638,0.8217054263565892,188,0.99212076933129,0.9108521164256332
18,0.7555555555555555,0.43870967741935485,0.5551020408163265,155,0.9668549502520858,0.6589751452085891
19,0.2413793103448276,0.1111111111111111,0.15217391304347827,126,0.9299457250884253,0.2501160919493621
