,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,50,3,0,0,0,0,0,6,4,2,0,1,0,1,2,37,6,11,5,32
true_1,0,147,9,5,5,15,0,3,0,0,0,1,6,0,2,1,0,0,1,0
true_2,0,8,141,12,9,11,1,5,0,1,1,1,4,1,1,0,1,0,0,0
true_3,0,5,26,131,17,0,6,4,1,1,0,1,2,1,0,1,0,0,0,0
true_4,0,7,7,19,135,2,3,11,0,1,0,1,5,1,1,0,0,0,0,0
true_5,0,16,10,3,1,165,0,2,0,0,0,0,0,0,0,0,1,0,0,0
true_6,0,2,4,2,3,0,169,6,5,0,0,0,3,0,1,0,0,0,0,0
true_7,0,0,1,1,2,1,5,162,10,1,0,0,7,1,0,1,3,0,2,1
true_8,0,1,1,0,2,0,2,19,165,0,1,1,1,1,0,0,2,1,1,1
true_9,0,0,0,0,0,1,0,9,3,176,2,1,0,0,0,2,2,2,0,1
true_10,0,0,1,0,0,0,0,8,3,17,165,1,0,0,0,1,2,0,1,1
true_11,2,1,5,2,2,2,1,2,2,0,0,149,3,5,3,0,8,3,5,3
true_12,0,9,5,16,8,1,8,5,3,0,0,4,126,7,2,0,3,0,0,0
true_13,0,1,0,0,0,1,2,6,1,0,0,0,1,182,1,0,0,1,1,1
true_14,1,4,1,0,2,1,0,9,0,3,0,2,4,5,157,0,2,1,3,2
true_15,2,1,0,0,0,0,0,9,1,0,0,0,0,4,0,169,0,1,1,11
true_16,0,0,1,0,0,1,0,2,1,2,0,8,0,3,2,1,147,0,7,7
true_17,0,0,0,0,0,0,0,4,2,0,0,1,0,2,1,2,4,165,3,4
true_18,3,0,2,0,0,0,1,4,0,2,0,4,0,3,4,4,28,12,84,4
true_19,8,0,0,0,0,0,0,3,1,3,1,2,0,2,1,60,15,2,1,27
