,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,28,3,0,0,0,0,0,7,3,1,1,2,0,5,2,36,6,10,7,49
true_1,0,140,9,5,6,14,1,3,1,0,0,0,10,0,4,1,0,0,1,0
true_2,0,8,138,11,11,11,1,5,1,0,0,1,7,1,1,0,1,0,0,0
true_3,0,4,27,118,20,0,7,4,4,0,0,1,9,1,0,1,0,0,0,0
true_4,0,6,6,14,135,2,5,11,0,1,0,1,11,0,1,0,0,0,0,0
true_5,0,13,9,2,3,164,0,2,1,0,0,0,2,0,1,0,1,0,0,0
true_6,0,2,3,1,2,0,170,6,5,0,0,0,4,0,1,0,1,0,0,0
true_7,0,0,0,1,2,1,6,155,15,1,0,0,8,1,1,1,4,0,1,1
true_8,0,0,1,0,0,0,2,18,168,0,2,0,1,2,0,0,3,0,1,1
true_9,0,0,0,0,0,1,0,9,3,171,8,1,0,0,0,0,3,1,0,2
true_10,0,0,1,0,0,0,0,9,3,12,170,0,0,0,1,1,2,0,0,1
true_11,0,1,3,1,2,4,1,2,2,0,0,148,6,5,4,0,9,3,5,2
true_12,0,5,4,7,8,0,8,4,3,0,0,3,143,7,2,0,3,0,0,0
true_13,0,1,0,0,0,1,2,6,1,0,0,0,1,182,2,0,1,1,0,0
true_14,0,3,1,0,2,1,0,10,2,1,0,2,4,5,160,0,3,0,2,1
true_15,1,1,0,0,0,0,0,9,1,0,0,0,1,4,1,163,0,1,1,16
true_16,0,0,1,0,0,1,0,2,4,0,0,11,0,1,2,0,148,0,6,6
true_17,0,0,0,0,0,0,0,4,3,0,0,3,0,3,1,1,6,161,3,3
true_18,0,0,2,0,0,0,1,5,1,1,0,7,0,5,6,2,30,9,79,7
true_19,5,0,0,0,0,0,1,4,2,2,0,2,1,2,1,58,18,1,2,27
