round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,1,1,train,1.4976295175417413,0.5413320736891828,0.7129039828246109,0.73547472838923,0.7033259452916146
1,4,1,train,1.565252907883187,0.5455594002306805,0.7538119338199389,0.754325259515571,0.7236571943187294
1,3,1,train,1.3472618145485031,0.5845447589900535,0.7630838133652752,0.7521040550879877,0.7459072299801085
1,2,1,train,1.1837376805820636,0.6330532212885154,0.7953247651286438,0.8112044817927171,0.7955753709202414
1,6,1,train,1.7189180409814429,0.47877591312931883,0.7161802215402022,0.6791707798617966,0.6595144541503325
1,7,1,train,1.6078652578017003,0.5057425742574257,0.7526029645345197,0.7611881188118812,0.7459803389497162
1,0,1,train,1.3740476209695647,0.6216908625106746,0.7911147537803392,0.7438087105038429,0.7321845480766569
1,5,1,train,1.5089598303916407,0.5740740740740741,0.674144500190655,0.7061728395061728,0.6203682090919147
1,-1,1,validation,0.17671221636966938,0.6270557029177719,0.5924657152540158,0.6270557029177719,0.5969110046041026
2,3,1,train,0.9755088744529518,0.6975261412904871,0.7902993650593708,0.7722519765365978,0.7617653297163337
2,0,1,train,0.7777457578665241,0.7745516652433817,0.8566211887994505,0.8650725875320239,0.8558713788727009
2,7,1,train,0.9600024986186926,0.7077227722772277,0.7973281346183,0.7798019801980198,0.7697967368936908
2,6,1,train,0.9917176794114075,0.6900296150049359,0.8149670492533425,0.788746298124383,0.7867337689327955
2,1,1,train,0.9300784200148763,0.7203589985829003,0.8296921099612319,0.8011336797354748,0.7994290902834847
2,5,1,train,0.9177280554146159,0.7308641975308642,0.8153630918617212,0.8234567901234567,0.8113299008880297
2,4,1,train,1.2761230751666055,0.6222606689734718,0.6406497753886773,0.6453287197231834,0.6142454564459419
2,2,1,train,0.8090537498023228,0.742296918767507,0.8282431664708925,0.8336134453781513,0.8233801799830088
2,-1,1,validation,0.12777279698998922,0.6827586206896552,0.6887365015556198,0.6827586206896552,0.660062824742823
3,5,1,train,0.7892664630039066,0.7580246913580246,0.8565607642236551,0.8555555555555555,0.838299341320951
3,3,1,train,0.8532759773254759,0.7276205049732212,0.8092820348504337,0.8102524866105585,0.8026559904477304
3,2,1,train,0.7134812749988798,0.7759103641456583,0.7525143472591367,0.7439775910364146,0.7113178860189552
3,7,1,train,0.8222787491269882,0.7473267326732673,0.8221231286860337,0.8095049504950496,0.8068056438916932
3,1,1,train,0.8016790924769528,0.7501180916391119,0.8395089452591903,0.8233349078885215,0.8273861822648282
3,0,1,train,0.6800280509098452,0.7916310845431256,0.88955099397006,0.8872758326216909,0.8800442826356195
3,4,1,train,0.8752980108291323,0.745674740484429,0.8431966794366248,0.8229527104959631,0.8113470820514113
3,6,1,train,0.8647953180346902,0.7226061204343535,0.8333507980516798,0.8144126357354393,0.802417845462335
3,-1,1,validation,0.11744805225603461,0.7116710875331564,0.7211394718951215,0.7116710875331564,0.7010722375963709
4,3,1,train,0.7554568644317129,0.7589900535577658,0.8501051591191774,0.8426421831165519,0.8395820763000011
4,6,1,train,0.804226120273898,0.7453109575518263,0.862597167877946,0.8232971372161896,0.8167826368162968
4,2,1,train,0.6310347419078296,0.8011204481792717,0.8431157796077108,0.8442577030812325,0.8394988028882099
4,7,1,train,0.7389738926829039,0.7675247524752475,0.824948969594404,0.8336633663366336,0.8244927137631705
4,0,1,train,0.6050531627724365,0.8215200683176772,0.8973081431764443,0.8941076003415884,0.8879035098028197
4,5,1,train,0.7124185471192879,0.7814814814814814,0.8659933415481265,0.8666666666666667,0.8577979869842819
4,4,1,train,0.7541806447032136,0.7698961937716263,0.8598877302579998,0.8523644752018454,0.8435492052875553
4,1,1,train,0.7347885077151487,0.7647614548889938,0.8747075803559012,0.8502598016060463,0.8494419939055942
4,-1,1,validation,0.11431839148259526,0.7116710875331564,0.7142597141426686,0.7116710875331564,0.6954192387048329
5,1,1,train,0.664131153670122,0.7808219178082192,0.8647203655729288,0.8530940009447331,0.8519866927262735
5,4,1,train,0.7109050499060736,0.790080738177624,0.8775539444578762,0.8800461361014994,0.8746361825134032
5,2,1,train,0.5655121577832948,0.8117647058823529,0.8775764330947156,0.8481792717086835,0.8476637600397436
5,3,1,train,0.7051789364132598,0.7735271614384086,0.8489936866142406,0.8398367763325683,0.8411803317583142
5,0,1,train,0.5559066853733087,0.8326216908625107,0.8972627902864233,0.8941076003415884,0.888204934691059
5,5,1,train,0.6957909310163528,0.7864197530864198,0.8654784229946114,0.8740740740740741,0.8626384599480555
5,6,1,train,0.7614889672304702,0.7581441263573544,0.8502869834916136,0.8311944718657454,0.8233898974120056
5,7,1,train,0.6870891843344781,0.7857425742574258,0.847382939839674,0.8455445544554455,0.8394275800949952
5,-1,1,validation,0.11310765851271741,0.7140583554376658,0.7274245765954842,0.7140583554376658,0.7007252505164754
6,0,1,train,0.5351335120064263,0.8377455166524338,0.9182636983234207,0.9171648163962425,0.9143887946841943
6,2,1,train,0.5328510670390513,0.8207282913165266,0.9053105095993561,0.8997198879551821,0.8948529819266116
6,1,1,train,0.6309478363127641,0.8006613131790269,0.8756287678702598,0.865375531412376,0.8627304630967163
6,3,1,train,0.7085814359626313,0.7730170874776843,0.8655305575769537,0.8566692170364703,0.8556383111309718
6,6,1,train,0.7154055598565913,0.7670286278381047,0.8900262369050932,0.8894373149062191,0.8847744211892272
6,7,1,train,0.6542487140933547,0.7873267326732674,0.8646805897913427,0.8661386138613861,0.8613948691349214
6,5,1,train,0.6614119076334378,0.7901234567901234,0.8611399172456272,0.8617283950617284,0.8468723145024655
6,4,1,train,0.702818314085633,0.7941176470588235,0.8689997613172583,0.8610149942329873,0.8566544600176043
6,-1,1,validation,0.10891380542333408,0.7270557029177719,0.7354140781936407,0.7270557029177719,0.7208911553225812
