,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,59,2,1,0,0,0,0,8,3,2,1,2,0,2,2,33,2,7,4,32
true_1,0,145,8,6,4,15,0,3,2,0,0,0,7,0,2,1,0,1,1,0
true_2,0,7,145,15,7,8,1,5,0,1,1,0,5,0,1,0,1,0,0,0
true_3,0,4,30,127,16,0,5,2,1,2,1,0,6,1,0,1,0,0,0,0
true_4,0,5,7,16,140,2,4,10,0,1,0,2,5,0,1,0,0,0,0,0
true_5,0,8,9,4,0,173,1,1,0,1,0,0,0,0,0,0,1,0,0,0
true_6,0,2,7,2,4,0,170,3,3,0,0,0,3,0,1,0,0,0,0,0
true_7,0,0,5,1,4,0,5,167,7,1,0,0,4,1,0,1,0,0,1,1
true_8,0,0,1,0,2,0,6,23,159,0,1,0,0,1,0,0,3,2,1,0
true_9,1,0,0,0,0,1,0,9,2,172,9,2,0,0,0,0,1,0,0,2
true_10,0,0,2,0,0,0,0,7,1,9,177,0,0,0,0,1,1,1,0,1
true_11,1,1,7,2,2,1,1,3,0,1,0,153,4,3,3,0,6,2,5,3
true_12,0,7,7,11,6,1,7,5,2,0,0,5,138,5,1,0,2,0,0,0
true_13,0,1,2,0,0,1,2,4,0,1,0,0,1,178,1,1,1,1,2,2
true_14,1,4,2,0,1,1,0,11,0,2,1,2,5,2,158,0,3,0,3,1
true_15,2,2,2,0,0,0,1,7,1,0,0,0,0,4,0,164,1,1,0,14
true_16,0,0,2,0,0,1,0,3,0,1,0,11,0,0,2,1,145,0,10,6
true_17,1,0,0,0,0,0,0,4,1,0,0,4,0,1,0,2,3,164,3,5
true_18,1,0,3,0,0,0,1,4,0,2,0,6,0,3,5,3,27,11,83,6
true_19,7,0,1,0,0,0,2,2,2,3,2,2,0,1,1,48,14,0,1,40
