,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,58,2,2,0,0,1,0,3,8,2,1,5,0,3,1,28,3,5,5,33
true_1,0,144,8,8,5,17,0,0,1,0,0,2,6,0,2,1,0,0,1,0
true_2,0,7,157,12,5,5,1,0,0,1,1,5,1,0,1,0,1,0,0,0
true_3,0,7,38,121,16,0,6,1,2,1,1,1,1,1,0,0,0,0,0,0
true_4,0,4,13,14,139,2,4,1,0,0,0,12,3,0,0,0,0,0,1,0
true_5,0,6,15,0,1,172,1,1,0,0,0,1,0,0,0,0,1,0,0,0
true_6,0,2,8,3,4,0,163,4,5,0,0,2,3,0,1,0,0,0,0,0
true_7,0,0,6,1,4,0,5,155,9,0,0,9,3,1,0,1,1,0,2,1
true_8,0,0,1,0,2,0,4,14,163,0,2,7,0,1,0,0,3,1,1,0
true_9,1,0,0,0,1,1,0,0,1,176,6,11,0,0,0,0,1,0,0,1
true_10,0,0,2,0,0,0,0,0,2,11,174,7,0,0,0,1,2,0,0,1
true_11,1,1,9,1,2,1,1,1,2,0,0,154,4,3,3,0,6,2,5,2
true_12,0,13,9,18,8,1,11,6,2,0,0,6,116,3,1,0,3,0,0,0
true_13,0,1,2,0,0,1,2,1,0,1,0,3,1,180,1,1,0,1,2,1
true_14,1,4,3,0,2,1,1,0,2,1,0,8,4,3,159,0,2,0,4,2
true_15,2,1,3,0,0,0,1,1,1,0,0,6,0,3,1,159,2,1,0,18
true_16,0,0,2,0,0,1,0,1,2,1,0,13,0,0,1,0,143,0,10,8
true_17,0,0,1,0,0,0,0,1,1,0,0,6,0,1,2,1,2,163,4,6
true_18,0,0,4,0,0,0,1,1,0,1,0,9,0,4,3,1,24,8,92,7
true_19,6,0,2,0,0,0,2,0,3,1,2,4,0,1,1,42,15,1,2,44
