class,precision,recall,f1,support,roc_auc,pr_auc
0,0.6428571428571429,0.3375,0.4426229508196721,160,0.9572325138504154,0.5960663377243203
1,0.7258064516129032,0.6923076923076923,0.7086614173228346,195,0.967885242962166,0.785555648343829
2,0.5402298850574713,0.7157360406091371,0.6157205240174672,197,0.967445491496432,0.7456756927769526
3,0.6214953271028038,0.6785714285714286,0.6487804878048781,196,0.9665276715050878,0.6761653189181742
4,0.7922077922077922,0.6321243523316062,0.7031700288184438,193,0.9696847011925646,0.7475087654840095
5,0.8155339805825242,0.8484848484848485,0.8316831683168316,198,0.9907918773400296,0.9135726922943768
6,0.8241206030150754,0.841025641025641,0.8324873096446701,195,0.9838063474986553,0.8883327369045766
7,0.608,0.7676767676767676,0.6785714285714286,198,0.9792995746943116,0.8460691698231461
8,0.7902439024390244,0.8140703517587939,0.801980198019802,199,0.9884968105720425,0.8911843308282216
9,0.9347826086956522,0.864321608040201,0.8981723237597912,199,0.9948475224062063,0.946225995801189
10,0.8934010152284264,0.88,0.8866498740554156,200,0.9938480392156862,0.9479165405603238
11,0.78125,0.7575757575757576,0.7692307692307693,198,0.9728005135339962,0.8383771455948797
12,0.7049180327868853,0.6548223350253807,0.6789473684210526,197,0.9610637309431566,0.7479629653255062
13,0.8620689655172413,0.8838383838383839,0.8728179551122195,198,0.9915921533362744,0.9345781957728608
14,0.8628571428571429,0.766497461928934,0.8118279569892473,197,0.9846309248296232,0.8960287462245742
15,0.6468085106382979,0.7638190954773869,0.7004608294930875,199,0.9736529187522603,0.7577155485641012
16,0.6875,0.7252747252747253,0.7058823529411765,182,0.9792325149766622,0.7918310768810104
17,0.8263157894736842,0.8351063829787234,0.8306878306878307,188,0.9916255331028665,0.9114860418797387
18,0.65,0.5870967741935483,0.6169491525423729,155,0.9681265337081159,0.6831887252333688
19,0.275,0.2619047619047619,0.2682926829268293,126,0.9420203683376022,0.29337219407962306
