round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
20,0,0.7324723247232472,0.5769090176686315,0.7094587760014059,0.5970256186852789,542
20,1,0.7975308641975308,0.6230180772324805,0.6495572121566242,0.621389231374601,405
20,2,0.722397476340694,0.5766134964670618,0.6079649904789508,0.5680169039762483,317
20,3,0.7620817843866171,0.5941445493419869,0.56516232188291,0.5592039317628676,269
20,4,0.782051282051282,0.5346673259747835,0.625214228703862,0.5156640439351337,468
20,5,0.7380073800738007,0.5817015653428698,0.623961431605574,0.567998021425645,271
20,6,0.7302052785923754,0.5531795708471495,0.5673119781509441,0.537701929689765,341
20,7,0.7786407766990291,0.5420611740245099,0.6219920555429947,0.5399209323056836,515
20,8,0.759090909090909,0.645189393939394,0.7004118313992265,0.6498125896623866,220
20,9,0.7511848341232228,0.5893862559536184,0.5910142075843913,0.5785758469094325,422
