,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,79,2,1,0,0,0,0,4,3,2,1,2,0,0,2,11,3,6,5,39
true_1,1,146,8,9,1,16,0,3,0,1,0,0,6,0,2,1,0,0,1,0
true_2,0,6,154,11,5,7,1,6,1,0,1,0,2,0,3,0,0,0,0,0
true_3,0,2,28,140,12,1,4,1,1,1,0,1,3,1,0,1,0,0,0,0
true_4,0,10,13,20,128,1,4,9,0,0,0,2,4,1,0,0,0,0,1,0
true_5,0,10,10,0,0,175,0,1,0,0,0,0,0,0,0,0,1,0,0,1
true_6,0,2,7,3,5,0,158,7,5,0,0,1,3,1,2,0,1,0,0,0
true_7,2,0,6,2,2,0,5,147,18,1,0,0,8,1,0,0,3,0,1,2
true_8,1,1,2,0,1,0,2,14,170,1,1,1,1,1,0,0,1,2,0,0
true_9,0,0,0,0,0,1,0,9,2,178,1,3,0,0,0,1,1,1,0,2
true_10,2,0,2,0,0,0,0,7,2,11,172,1,0,0,0,1,1,0,0,1
true_11,2,1,6,0,1,3,0,2,1,0,0,155,5,3,2,0,6,3,4,4
true_12,0,6,3,12,3,1,7,3,3,0,0,5,141,8,2,0,3,0,0,0
true_13,0,1,2,0,1,1,2,3,1,0,0,0,1,180,1,0,0,1,1,3
true_14,2,2,2,0,2,2,1,7,2,2,1,2,4,5,159,0,1,0,2,1
true_15,7,1,2,0,0,0,0,6,2,0,0,1,0,3,0,146,0,1,2,28
true_16,3,0,4,0,0,0,0,2,1,0,0,14,0,1,2,0,129,1,10,15
true_17,3,0,1,0,0,0,0,3,0,0,0,3,0,2,1,0,3,157,7,8
true_18,4,0,2,0,0,1,1,3,1,1,0,5,0,3,3,0,16,8,96,11
true_19,18,0,2,0,0,0,0,2,1,0,0,2,0,2,2,29,12,0,1,55
