round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
14,0,0.7195571955719557,0.568436295023712,0.7008064659758225,0.5887386092107518,542
14,1,0.7925925925925926,0.5895790597442097,0.6052317470635739,0.5841123570509811,405
14,2,0.7097791798107256,0.5700979873046329,0.5876556285433242,0.5552319446232712,317
14,3,0.7620817843866171,0.5788502949793585,0.5564048663754547,0.5482472032013613,269
14,4,0.7991452991452992,0.5461341451832104,0.6590012166430638,0.5349810061064086,468
14,5,0.7269372693726938,0.57116316118522,0.6647380348472935,0.5636667623342417,271
14,6,0.7272727272727273,0.5611116528810027,0.5767418006728382,0.5438569458738343,341
14,7,0.7902912621359224,0.543807657179991,0.6200054908527266,0.5391959022118367,515
14,8,0.7227272727272728,0.5960077203498256,0.653702230892357,0.6025992488352527,220
14,9,0.7582938388625592,0.5892726617448204,0.5955039564878286,0.5816303431881236,422
