round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
15,0,0.7343173431734318,0.5942592312577382,0.7104581811792421,0.6179524409801251,542
15,1,0.7950617283950617,0.5996491290132988,0.6165111697306113,0.5922566549074791,405
15,2,0.6908517350157729,0.5218341988512119,0.5473046633207106,0.5091925936368682,317
15,3,0.7732342007434945,0.5821149829506153,0.5659764151970034,0.5570607979504002,269
15,4,0.8012820512820513,0.5471425599596579,0.6825715330166535,0.5433674228683355,468
15,5,0.7306273062730627,0.567516308038367,0.6632726026585253,0.5603020633818304,271
15,6,0.7390029325513197,0.5615506315071532,0.5819915573937084,0.5545127933219404,341
15,7,0.7766990291262136,0.5466700683175639,0.6119676116379756,0.5448520727146422,515
15,8,0.7272727272727273,0.6126936069270166,0.6421470254768574,0.6035172451309265,220
15,9,0.7606635071090048,0.5964020499374467,0.6204502792386751,0.5915034355153985,422
