class,precision,recall,f1,support,roc_auc,pr_auc
0,0.6578947368421053,0.46875,0.5474452554744526,160,0.9600995498614958,0.6226579927617416
1,0.7845303867403315,0.7282051282051282,0.7553191489361702,195,0.9695721714183253,0.8115735365794448
2,0.6072874493927125,0.7614213197969543,0.6756756756756757,197,0.9699217623433506,0.7753023383347047
3,0.7297297297297297,0.6887755102040817,0.7086614173228346,196,0.9738581078766144,0.7454172008458645
4,0.6886792452830188,0.7564766839378239,0.7209876543209877,193,0.9791739394316886,0.8201371926510451
5,0.8269230769230769,0.8686868686868687,0.8472906403940886,198,0.9927529777053853,0.928808890846874
6,0.8722222222222222,0.8051282051282052,0.8373333333333334,195,0.9852910166756321,0.9054136963846168
7,0.6192468619246861,0.7474747474747475,0.6773455377574371,198,0.9804780730032688,0.8448877833757712
8,0.7897196261682243,0.8492462311557789,0.8184019370460048,199,0.9894818534002974,0.9013089673150023
9,0.9025641025641026,0.8844221105527639,0.8934010152284264,199,0.994656846258737,0.9471753223160275
10,0.9408602150537635,0.875,0.9067357512953368,200,0.9934894957983194,0.9451188634749734
11,0.8397790055248618,0.7676767676767676,0.8021108179419525,198,0.9773448369473006,0.8480885436417773
12,0.7840909090909091,0.700507614213198,0.739946380697051,197,0.97211247355732,0.8049784991976914
13,0.8571428571428571,0.9090909090909091,0.8823529411764706,198,0.9914606592238171,0.9413541234514179
14,0.9011627906976745,0.7868020304568528,0.8401084010840109,197,0.9884462004230828,0.9145841501908469
15,0.7129186602870813,0.7487437185929648,0.7303921568627451,199,0.976727659580456,0.7740110195859398
16,0.6825396825396826,0.7087912087912088,0.6954177897574124,182,0.9808098117044606,0.7972855633699575
17,0.8756756756756757,0.8617021276595744,0.868632707774799,188,0.9932114770067835,0.9269218344529758
18,0.7380952380952381,0.6,0.6619217081850534,155,0.9761308169365993,0.7312558779396376
19,0.3105590062111801,0.3968253968253968,0.34843205574912894,126,0.944662241039848,0.3162494980298674
