round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
1,0,0.544280442804428,0.5282297143919338,0.5818065852410006,0.45961167096697764,542
1,1,0.6444444444444445,0.46974012924778813,0.4735989048802729,0.4277874767270882,405
1,2,0.4069400630914827,0.3988871817423228,0.41413360060552684,0.3491590387390421,317
1,3,0.6245353159851301,0.5210695825020374,0.4607731633118631,0.45516250496804717,269
1,4,0.6367521367521367,0.4336941561618789,0.47848150139524526,0.36793814104071876,468
1,5,0.6383763837638377,0.5956544845755287,0.6581804272468602,0.5372978856569113,271
1,6,0.6627565982404692,0.5371164236296759,0.5157518521791676,0.49369335199161035,341
1,7,0.5359223300970873,0.4313372079019662,0.44972277778654757,0.344864422615139,515
1,8,0.5818181818181818,0.4646549336121185,0.5242377652815512,0.46388987524551656,220
1,9,0.5260663507109005,0.5844224039334369,0.5118298430235935,0.44377442174122567,422
