round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
8,0,0.6955719557195572,0.5429840009099463,0.6967607939623992,0.5566228261216579,542
8,1,0.7604938271604939,0.5703604701971173,0.5749326635018756,0.5574449620418231,405
8,2,0.6876971608832808,0.5246576770199247,0.572801278190643,0.5205990605444428,317
8,3,0.7434944237918215,0.5295694667445141,0.5484374661286426,0.5207023099156131,269
8,4,0.7841880341880342,0.5466434064740602,0.705877617300496,0.5417887816869431,468
8,5,0.7380073800738007,0.5852768945729675,0.6513606205743706,0.577634745803232,271
8,6,0.7214076246334311,0.5495103466794643,0.5760369414564244,0.542093657959757,341
8,7,0.7728155339805826,0.5302175230850018,0.5860557238342434,0.5262546704651275,515
8,8,0.6772727272727272,0.5780505468044168,0.6088907229558489,0.5604318643098112,220
8,9,0.7535545023696683,0.5766008524527175,0.6128128933734762,0.5777129558601433,422
