round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
5,0,0.6900369003690037,0.5772708383582704,0.7291842634756877,0.5825263795830405,542
5,1,0.7604938271604939,0.5755673705379588,0.5630474036292304,0.5586000453385923,405
5,2,0.6561514195583596,0.49511946751144487,0.5473196390989943,0.4922128397606762,317
5,3,0.758364312267658,0.5428442928039702,0.5533331537743302,0.5265156538623107,269
5,4,0.7841880341880342,0.5149448661783261,0.660607282290384,0.5229986345785729,468
5,5,0.7195571955719557,0.58916205118411,0.7101324597796684,0.5686972268675329,271
5,6,0.7038123167155426,0.524283001993901,0.5574318278200608,0.5129041997662618,341
5,7,0.7592233009708738,0.5102160023197627,0.5900947307206075,0.5154531608239188,515
5,8,0.6863636363636364,0.5561560296428717,0.6046753701480593,0.55677589338886,220
5,9,0.7654028436018957,0.5850040315591508,0.6516411931042214,0.5931518863876489,422
