round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
7,0,0.6992619926199262,0.5696885819221049,0.6815306227832393,0.5803308342572978,542
7,1,0.7506172839506173,0.5681609954587896,0.5591164658106779,0.5514620849588963,405
7,2,0.6719242902208202,0.5006333314780947,0.5402241649486341,0.4928344670706434,317
7,3,0.7472118959107806,0.5558069810223509,0.5476495873407639,0.5203000599717781,269
7,4,0.7991452991452992,0.5331055928808146,0.6432128559477688,0.5284671587392517,468
7,5,0.7306273062730627,0.5779523697836392,0.6642987740855176,0.5667100146790117,271
7,6,0.7243401759530792,0.5380166630566905,0.5766449664846175,0.5351940830924916,341
7,7,0.7669902912621359,0.5167366842101128,0.5886874766372074,0.518321938734156,515
7,8,0.6954545454545454,0.5737253106370753,0.620079781912765,0.5696586409810523,220
7,9,0.7582938388625592,0.583414480308748,0.6220112524651751,0.5830480976798178,422
