round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
2,0,0.6143911439114391,0.5406548826679876,0.6790543300079376,0.5087621697439786,542
2,1,0.7135802469135802,0.5419609090126442,0.5287102824171093,0.4963774285936199,405
2,2,0.583596214511041,0.44088560875500227,0.5088450366872814,0.4502670716124387,317
2,3,0.7323420074349443,0.5637747335045016,0.599896847887044,0.5634083984369932,269
2,4,0.7329059829059829,0.44353704356283663,0.5471065283139673,0.4455546333166963,468
2,5,0.6937269372693727,0.5711865416736213,0.6878037727424655,0.5631247023559043,271
2,6,0.7067448680351907,0.5351643955459745,0.5400383996978239,0.5119814463419777,341
2,7,0.6796116504854369,0.4762009038176192,0.5520074596678629,0.46348118936699745,515
2,8,0.6,0.4950074963735954,0.5373956249166333,0.48936616087029094,220
2,9,0.6635071090047393,0.5487370148299336,0.6186047045389872,0.5415794678526237,422
