,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,78,3,1,0,0,0,0,4,4,4,1,1,0,0,2,16,3,6,2,35
true_1,1,151,6,7,2,13,0,3,0,1,0,1,5,0,3,1,0,0,1,0
true_2,0,8,145,13,6,10,1,6,1,0,2,0,2,0,2,0,1,0,0,0
true_3,0,3,24,141,13,1,6,1,1,1,0,1,2,1,0,1,0,0,0,0
true_4,0,10,6,19,133,4,3,10,0,0,0,2,5,0,0,0,0,0,1,0
true_5,0,9,10,0,3,174,0,1,0,0,0,0,0,0,0,0,0,0,0,1
true_6,1,2,6,3,6,0,158,8,4,0,0,1,3,2,1,0,0,0,0,0
true_7,2,0,5,2,2,0,5,155,15,1,0,0,6,1,0,0,2,0,1,1
true_8,0,1,2,0,1,0,2,16,169,1,3,0,0,1,0,0,2,1,0,0
true_9,2,0,2,0,0,0,0,10,1,177,3,2,0,0,0,0,1,0,0,1
true_10,2,0,2,0,0,0,0,7,1,12,173,1,0,0,0,1,0,0,1,0
true_11,3,1,6,0,1,2,0,3,1,0,0,153,5,3,3,1,6,3,3,4
true_12,0,8,3,9,5,0,8,5,1,0,0,5,142,6,2,0,2,0,1,0
true_13,0,1,2,0,0,1,2,3,1,0,0,0,2,180,3,1,0,1,1,0
true_14,2,3,2,0,1,1,1,8,1,1,2,0,3,4,164,0,2,0,1,1
true_15,8,1,2,0,0,0,0,7,1,0,0,0,0,2,1,149,1,1,1,25
true_16,3,0,3,0,1,0,0,2,1,2,0,13,0,0,1,0,134,1,8,13
true_17,3,0,1,0,0,0,0,3,0,0,0,2,0,2,1,0,4,158,6,8
true_18,4,0,2,0,0,1,1,4,1,1,0,6,0,3,2,0,16,7,100,7
true_19,18,0,1,0,0,0,0,2,1,3,1,2,0,0,3,26,14,0,2,53
