round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
13,0,0.7158671586715867,0.5612123142740595,0.693517454541965,0.5845083488917523,542
13,1,0.7901234567901234,0.6021824450274528,0.6024539692857961,0.5896498191778249,405
13,2,0.7034700315457413,0.5296844844211058,0.5746464936553644,0.5287522730205566,317
13,3,0.7695167286245354,0.586380773353817,0.5619712999418882,0.5471684633124493,269
13,4,0.8012820512820513,0.5364592004627804,0.6599438436005284,0.5324737319113968,468
13,5,0.7195571955719557,0.5691511127761129,0.6630161235316749,0.5543208588886259,271
13,6,0.7302052785923754,0.5497236750177927,0.5811674152368458,0.5417202434438301,341
13,7,0.7844660194174757,0.5195218687986396,0.6038078945893408,0.5263032194312216,515
13,8,0.7090909090909091,0.5863675213675213,0.6222173869547819,0.5823660583520087,220
13,9,0.7606635071090048,0.5891074003074773,0.6198652535617377,0.5869678098674679,422
