round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
11,0,0.7140221402214022,0.5758867045377148,0.6927725741650098,0.5930822130993562,542
11,1,0.782716049382716,0.5821854578195275,0.5847876848821264,0.5741392553425263,405
11,2,0.7066246056782335,0.5557493585821759,0.5782430634497563,0.5424769384818351,317
11,3,0.7546468401486989,0.5550829816805447,0.5519485383897149,0.538729468298883,269
11,4,0.8076923076923077,0.5425127211969317,0.6778935905551358,0.5492892225391088,468
11,5,0.7269372693726938,0.5721447667829247,0.6640897876696346,0.5642770936965652,271
11,6,0.718475073313783,0.5586852999689099,0.5728650436953439,0.5466471874017987,341
11,7,0.7786407766990291,0.5197184613199977,0.606038594503928,0.5254604645330653,515
11,8,0.7,0.5820503108003108,0.6302064158996932,0.573846954311722,220
11,9,0.7417061611374408,0.5812068814113442,0.6083585282941113,0.5767637743447414,422
