,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,53,4,1,0,0,2,0,3,5,0,1,2,0,2,1,22,7,14,12,31
true_1,1,134,14,9,5,17,0,2,1,1,0,2,3,0,2,1,0,0,1,2
true_2,0,6,145,15,6,9,0,5,2,0,1,2,3,1,2,0,0,0,0,0
true_3,0,2,29,130,14,2,5,1,6,0,0,1,4,1,0,0,0,0,0,1
true_4,0,6,13,24,125,1,4,10,2,1,0,1,5,0,1,0,0,0,0,0
true_5,0,10,12,1,2,168,0,1,0,1,0,1,0,0,1,0,1,0,0,0
true_6,0,0,6,2,5,0,158,6,8,0,0,1,3,0,3,0,1,2,0,0
true_7,0,0,1,1,1,1,4,150,22,0,1,0,5,0,0,0,7,1,1,3
true_8,0,1,3,0,0,0,3,17,167,1,1,1,0,1,0,0,3,0,1,0
true_9,0,0,1,0,0,1,0,9,4,175,3,1,0,0,0,0,2,1,1,1
true_10,0,0,1,0,0,0,0,7,4,7,174,2,0,0,1,1,2,0,0,1
true_11,3,0,2,2,2,5,0,2,2,0,0,155,3,3,3,0,7,2,4,3
true_12,1,5,7,17,6,1,9,3,9,0,0,7,122,6,1,0,3,0,0,0
true_13,0,3,0,0,0,1,2,4,4,0,0,0,2,176,3,0,0,0,1,2
true_14,2,2,0,0,3,1,0,7,4,0,1,1,4,5,157,0,4,3,2,1
true_15,7,1,1,0,0,0,0,7,3,0,0,0,0,1,1,150,1,1,8,18
true_16,1,1,1,0,1,0,0,1,4,0,1,9,0,1,0,0,141,2,13,6
true_17,2,0,1,0,0,0,0,3,3,0,0,3,0,1,0,0,7,159,6,3
true_18,4,0,3,0,0,0,1,4,4,2,0,5,0,3,3,1,25,8,90,2
true_19,12,0,0,0,0,0,0,2,2,2,0,2,0,1,3,50,14,4,2,32
