round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
19,0,0.7287822878228782,0.5695013586405936,0.7071970799769174,0.5908078084632864,542
19,1,0.7925925925925926,0.5857679106035327,0.6052317470635739,0.5839941306624461,405
19,2,0.7192429022082019,0.569040613200428,0.600671416942183,0.5611878355774752,317
19,3,0.7620817843866171,0.615557346205566,0.5627111434317318,0.5671998587806376,269
19,4,0.7863247863247863,0.5450422377424086,0.6495877228020783,0.5254245833732,468
19,5,0.7490774907749077,0.589289127730948,0.6784277786459575,0.5852118654369014,271
19,6,0.7478005865102639,0.5685604250821642,0.5898276972350205,0.5544744393257013,341
19,7,0.7844660194174757,0.5341374903624423,0.6110570406663512,0.5297039987145149,515
19,8,0.7545454545454545,0.6628850674357736,0.7252897650288186,0.6758787923841447,220
19,9,0.7606635071090048,0.596260670603343,0.622041397045447,0.5932091855967937,422
