round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
21,0,0.7343173431734318,0.5757274977472469,0.6961920713954047,0.6038814061237591,542
21,1,0.7925925925925926,0.6235739799669706,0.6435320888813801,0.6226860805441605,405
21,2,0.722397476340694,0.5570493676285003,0.6100800689456944,0.5568549426467747,317
21,3,0.7955390334572491,0.5995237972478218,0.637196090946091,0.5955560680423828,269
21,4,0.7948717948717948,0.5414511472291793,0.6307868556020769,0.5251780201301511,468
21,5,0.7527675276752768,0.5902888326767439,0.6894024727883954,0.5911083344370329,271
21,6,0.7272727272727273,0.5390348135150766,0.5694572993723181,0.5354023242965162,341
21,7,0.8019417475728156,0.5431814914769153,0.625526464090482,0.5499636147255098,515
21,8,0.75,0.625921280473912,0.6818824196345205,0.6296888874384579,220
21,9,0.7654028436018957,0.5938322027621898,0.6051281503871346,0.587251423997267,422
