,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,50,3,2,0,0,2,0,5,1,0,2,2,0,1,1,15,6,9,6,55
true_1,0,139,8,9,4,19,0,2,1,2,0,1,4,0,2,1,0,0,1,2
true_2,0,9,139,23,5,8,0,6,0,1,1,1,2,0,2,0,0,0,0,0
true_3,0,3,26,140,13,1,5,1,1,0,0,1,2,1,0,0,1,0,0,1
true_4,0,8,11,27,124,1,4,10,0,0,1,1,5,1,0,0,0,0,0,0
true_5,0,11,8,2,1,171,0,1,0,1,0,1,1,0,0,0,1,0,0,0
true_6,0,0,8,3,3,0,164,4,4,0,0,4,2,0,2,0,1,0,0,0
true_7,0,0,5,1,1,1,5,151,16,0,1,0,7,0,1,0,4,0,3,2
true_8,0,1,2,0,0,0,5,18,162,1,2,1,1,1,0,0,2,1,1,1
true_9,1,0,1,0,0,1,0,9,2,172,6,2,0,0,0,1,1,0,1,2
true_10,0,0,2,0,0,0,0,7,3,5,177,1,0,0,1,1,2,0,0,1
true_11,2,0,4,3,0,5,0,2,1,0,0,154,4,4,3,0,7,3,4,2
true_12,0,6,5,18,7,1,9,3,3,0,0,7,130,7,1,0,0,0,0,0
true_13,0,3,2,0,1,1,2,4,0,0,0,0,3,175,2,0,0,1,1,3
true_14,2,5,1,1,3,2,0,7,3,1,2,1,6,6,153,0,2,0,2,0
true_15,5,1,3,0,0,0,0,7,1,0,0,0,0,2,1,138,0,1,3,37
true_16,1,1,2,0,1,0,0,2,1,1,0,10,0,1,1,1,135,1,13,11
true_17,2,0,1,0,0,0,0,3,0,1,1,2,0,1,0,0,5,157,6,9
true_18,3,0,2,0,0,1,1,4,2,1,0,4,0,3,4,1,24,6,94,5
true_19,7,0,2,0,0,0,0,2,1,0,0,2,1,1,2,36,12,2,2,56
