round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
17,0,0.7324723247232472,0.5755402408792901,0.706653770667921,0.5975120095702448,542
17,1,0.7876543209876543,0.5837880240319498,0.6036071293265708,0.5825397761448223,405
17,2,0.7034700315457413,0.546339810921758,0.5790237308740757,0.5381910197073849,317
17,3,0.7434944237918215,0.5899040632098906,0.5499821224527108,0.5430947107412333,269
17,4,0.8034188034188035,0.5537212483543804,0.6631566764307443,0.5415803691925469,468
17,5,0.7490774907749077,0.5789088206035315,0.675459822753241,0.5797322106137104,271
17,6,0.7331378299120235,0.5585828105649264,0.58266475705895,0.5448359033975576,341
17,7,0.7980582524271844,0.5366120552667739,0.5982174608074144,0.5335272242217479,515
17,8,0.7545454545454545,0.6242225829725829,0.6712262404961986,0.6268733593239599,220
17,9,0.7606635071090048,0.5961066893854714,0.6210595120433842,0.5925525321248443,422
