,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,77,2,1,0,0,0,0,0,2,3,1,6,0,0,3,14,3,8,4,36
true_1,1,147,3,8,6,16,0,1,0,1,0,2,6,0,2,1,0,0,1,0
true_2,0,7,147,13,6,9,1,0,2,0,1,5,3,0,2,0,1,0,0,0
true_3,0,3,23,137,20,1,6,0,0,1,0,2,1,1,0,1,0,0,0,0
true_4,0,8,5,17,141,4,2,1,0,0,0,10,3,0,1,0,0,0,1,0
true_5,0,9,9,0,3,175,0,0,0,0,0,1,0,0,0,0,0,0,0,1
true_6,1,2,6,3,7,0,158,6,4,0,0,3,2,1,2,0,0,0,0,0
true_7,2,0,5,2,3,1,5,144,13,1,0,9,7,1,0,0,2,1,2,0
true_8,1,1,2,0,1,0,3,10,167,1,1,7,0,1,0,0,2,2,0,0
true_9,0,0,1,0,0,0,0,0,2,177,3,12,0,0,0,0,1,1,0,2
true_10,2,0,2,0,0,0,0,0,2,13,171,8,0,0,0,1,0,0,1,0
true_11,3,1,6,0,0,2,0,1,2,0,0,158,6,1,3,0,5,3,4,3
true_12,0,6,3,8,7,1,8,5,1,0,0,6,140,6,3,0,2,0,1,0
true_13,0,1,2,0,1,1,2,0,1,0,0,3,1,180,2,0,2,1,1,0
true_14,2,3,2,0,2,2,1,0,1,1,1,7,5,2,164,0,2,0,1,1
true_15,7,2,2,0,0,0,0,1,1,0,0,7,0,2,0,139,2,1,1,34
true_16,3,1,3,0,0,0,0,1,1,1,0,15,0,0,1,0,131,1,12,12
true_17,3,0,1,0,0,0,0,0,0,0,0,6,0,1,1,0,2,161,7,6
true_18,3,0,2,0,0,1,1,0,1,1,0,9,0,2,3,0,16,7,101,8
true_19,18,0,1,0,0,0,0,0,2,2,1,4,0,0,3,24,13,0,1,57
