round,client_id,accuracy,macro_precision,macro_recall,macro_f1,num_samples
10,0,0.7158671586715867,0.578206396298167,0.6928199441756601,0.5957022921785793,542
10,1,0.7728395061728395,0.5869165572470396,0.5839501814070082,0.5729127705698321,405
10,2,0.6971608832807571,0.5251898973989767,0.5498560941139216,0.5120032486213152,317
10,3,0.7472118959107806,0.5310414380162294,0.5505773605479488,0.5238128823497148,269
10,4,0.7905982905982906,0.5261813531607051,0.6388738942304862,0.5218482785335934,468
10,5,0.7306273062730627,0.564709117937446,0.6188442286309721,0.5561534331636164,271
10,6,0.7390029325513197,0.5554434897640039,0.5897898176068845,0.5566009206819815,341
10,7,0.7747572815533981,0.5534406115338237,0.6050266606506713,0.5436404357778419,515
10,8,0.6909090909090909,0.5836857586857587,0.6141075596905428,0.5694780967133404,220
10,9,0.7606635071090048,0.5879471414946349,0.6205033159572386,0.5874923587152872,422
