,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,25,4,2,0,0,2,0,3,4,0,1,3,0,2,2,34,8,12,15,43
true_1,1,129,19,7,5,19,1,2,1,0,0,1,5,0,2,1,0,0,1,1
true_2,0,5,142,13,11,11,1,5,1,0,0,2,4,0,2,0,0,0,0,0
true_3,0,3,30,112,27,2,6,1,5,0,0,1,7,1,0,0,1,0,0,0
true_4,0,7,14,22,123,2,4,10,1,1,0,2,6,0,1,0,0,0,0,0
true_5,0,11,10,0,3,170,0,1,1,0,0,0,0,0,1,0,1,0,0,0
true_6,0,3,5,2,6,0,154,9,8,1,0,1,2,0,3,0,1,0,0,0
true_7,0,1,3,0,1,1,6,148,19,0,0,0,8,0,0,0,6,1,2,2
true_8,0,1,2,0,2,0,6,18,157,0,1,1,1,2,1,0,4,0,2,1
true_9,0,0,2,0,0,1,0,9,3,174,3,1,0,0,0,1,2,0,2,1
true_10,0,1,1,0,0,0,0,7,4,6,173,3,0,0,1,1,2,0,0,1
true_11,3,2,2,3,3,4,0,2,2,0,0,148,6,3,4,0,6,2,6,2
true_12,0,7,6,14,10,2,10,6,6,0,0,10,119,5,2,0,0,0,0,0
true_13,0,3,0,0,0,1,2,4,3,0,0,0,4,173,3,0,0,0,2,3
true_14,0,3,0,0,3,1,1,7,4,0,0,3,9,5,152,0,3,2,3,1
true_15,3,1,0,0,0,0,1,7,3,0,0,0,0,2,2,148,2,1,7,22
true_16,1,0,1,0,1,1,0,2,3,1,1,9,0,1,0,0,141,1,14,5
true_17,2,0,2,0,0,0,0,3,4,0,0,1,0,0,0,0,7,155,10,4
true_18,5,0,3,0,0,0,1,5,4,1,1,7,0,5,5,1,27,6,81,3
true_19,6,0,0,0,0,0,0,2,3,0,0,2,1,1,3,52,14,4,3,35
