,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,76,3,1,0,0,0,0,0,4,2,1,4,0,0,2,13,6,6,5,37
true_1,1,148,8,8,3,12,0,1,0,1,0,2,7,0,2,1,0,0,1,0
true_2,0,6,152,12,7,6,1,1,1,0,1,5,2,0,3,0,0,0,0,0
true_3,0,2,28,137,17,1,5,0,0,1,0,1,3,1,0,0,0,0,0,0
true_4,0,9,11,18,135,1,3,1,0,0,0,10,4,0,0,0,0,0,1,0
true_5,0,10,14,1,1,169,0,0,0,0,0,1,0,0,0,0,1,0,0,1
true_6,0,2,8,3,6,0,160,3,5,0,0,2,3,0,2,0,1,0,0,0
true_7,1,0,6,2,3,0,5,139,16,0,0,9,8,1,0,0,4,0,2,2
true_8,0,1,2,0,1,0,2,9,167,1,1,7,1,1,0,0,3,2,0,1
true_9,0,1,1,0,0,0,0,0,2,176,4,11,0,0,0,0,1,1,0,2
true_10,2,0,2,0,0,0,0,0,3,11,172,7,0,0,0,1,1,0,1,0
true_11,3,2,6,1,1,3,0,0,0,0,0,153,5,3,3,0,7,3,5,3
true_12,0,4,5,10,7,1,8,2,1,0,0,4,144,7,2,0,2,0,0,0
true_13,0,1,2,0,1,1,2,0,1,0,0,3,1,180,2,1,0,1,1,1
true_14,2,2,2,0,3,2,1,0,1,1,1,7,4,4,163,0,1,0,2,1
true_15,6,2,2,0,0,0,0,1,1,0,0,7,0,3,0,143,0,1,2,31
true_16,3,0,4,0,0,0,0,1,1,0,0,9,0,1,2,0,138,1,12,10
true_17,1,0,1,0,0,0,0,0,0,0,0,5,0,2,1,0,4,158,8,8
true_18,2,0,2,0,0,1,1,0,1,1,0,6,0,3,3,0,23,8,100,4
true_19,16,0,2,0,0,0,0,0,1,0,0,4,0,2,3,26,14,1,1,56
