,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,46,1,0,0,0,0,0,1,0,1,2,3,5,1,3,36,3,5,7,46
true_1,0,147,8,6,4,13,0,1,1,0,0,1,9,0,2,1,0,1,1,0
true_2,0,8,150,9,8,6,1,0,0,0,3,0,11,0,0,0,1,0,0,0
true_3,0,4,40,107,24,1,4,1,1,1,0,1,9,1,0,0,0,0,2,0
true_4,0,5,11,13,139,1,3,0,0,0,0,2,17,0,0,0,0,0,2,0
true_5,0,11,12,0,4,168,0,0,0,0,0,0,1,0,0,2,0,0,0,0
true_6,1,1,3,3,4,0,162,4,2,0,0,0,8,1,2,1,0,0,3,0
true_7,1,1,0,2,1,0,6,143,10,0,1,0,20,1,1,2,2,0,5,2
true_8,0,0,1,0,1,0,4,13,156,0,2,0,10,2,2,0,3,2,3,0
true_9,0,0,0,0,0,1,0,0,1,171,7,0,10,0,0,1,2,2,2,2
true_10,0,0,1,0,0,0,0,0,0,8,178,0,7,0,0,1,1,1,2,1
true_11,3,1,8,0,0,2,0,0,1,1,0,150,10,2,2,1,6,4,6,1
true_12,0,8,5,5,6,0,7,2,0,1,0,4,154,4,1,0,0,0,0,0
true_13,0,2,0,0,0,0,0,0,0,0,0,0,5,179,1,4,0,1,5,1
true_14,3,4,0,0,2,0,0,0,2,0,3,0,13,5,154,1,2,0,7,1
true_15,1,1,0,0,0,0,0,0,2,0,0,0,6,2,1,169,0,0,3,14
true_16,2,0,1,0,0,0,0,0,1,1,1,5,1,0,1,2,133,0,24,10
true_17,1,0,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,162,8,8
true_18,0,0,0,0,0,0,1,0,0,3,0,4,3,2,2,2,19,8,104,7
true_19,5,0,0,0,0,0,1,0,1,2,1,2,2,1,1,41,12,0,6,51
