,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,62,1,0,0,1,0,0,1,0,0,0,3,5,1,3,33,3,10,8,29
true_1,0,148,8,4,4,12,0,1,1,0,0,1,10,0,3,1,0,1,1,0
true_2,0,7,150,8,10,5,1,0,0,0,3,0,10,0,2,0,1,0,0,0
true_3,0,4,34,104,31,1,5,0,1,1,0,1,10,1,0,1,0,0,2,0
true_4,0,3,11,11,143,1,3,0,0,0,0,2,17,0,0,0,0,0,2,0
true_5,0,11,13,1,4,165,1,0,0,0,0,0,1,0,0,2,0,0,0,0
true_6,0,1,3,1,4,1,162,3,3,0,0,1,10,1,1,1,0,0,3,0
true_7,1,0,0,2,1,0,7,147,6,0,1,0,19,1,1,1,3,0,6,2
true_8,0,0,1,0,1,0,4,18,154,1,2,0,9,1,1,0,3,2,2,0
true_9,0,0,0,0,0,1,0,0,1,174,4,2,10,0,0,1,1,3,2,0
true_10,0,0,1,0,0,0,0,0,0,12,175,0,7,0,0,1,0,1,2,1
true_11,2,2,7,1,0,2,0,0,0,1,0,154,8,3,2,1,6,3,5,1
true_12,0,8,5,6,5,0,5,2,0,1,0,4,157,3,1,0,0,0,0,0
true_13,0,2,0,0,0,1,0,0,0,0,0,0,5,176,3,3,0,1,6,1
true_14,3,4,0,0,2,0,0,0,2,0,1,1,13,4,160,0,1,1,5,0
true_15,2,1,0,0,0,0,0,1,0,0,0,0,6,2,1,166,0,2,6,12
true_16,4,1,0,0,0,0,0,1,0,1,1,7,1,0,1,2,126,2,26,9
true_17,2,0,0,0,1,0,0,0,0,0,0,2,3,1,1,2,2,162,6,6
true_18,0,0,0,0,0,0,1,0,0,2,0,6,3,2,2,1,17,7,108,6
true_19,6,0,0,0,1,0,1,0,1,1,1,2,2,1,2,45,11,2,7,43
