,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,68,1,1,0,3,0,0,0,0,0,0,2,5,1,2,26,3,14,10,24
true_1,0,146,10,5,6,14,0,1,0,0,0,0,8,0,2,1,0,1,1,0
true_2,0,7,153,7,7,7,0,0,0,0,3,0,10,0,3,0,0,0,0,0
true_3,0,8,46,80,43,1,5,0,1,1,0,0,10,1,0,0,0,0,0,0
true_4,0,9,12,10,139,1,3,0,0,0,0,0,16,1,0,0,0,1,1,0
true_5,0,9,11,0,1,173,1,0,0,1,0,0,1,0,0,1,0,0,0,0
true_6,0,0,5,1,5,1,163,5,3,0,0,0,8,1,3,0,0,0,0,0
true_7,0,0,4,0,4,0,7,146,8,0,1,0,18,0,1,1,3,1,3,1
true_8,0,1,2,0,1,0,4,18,147,1,2,0,10,1,3,0,3,3,3,0
true_9,0,0,2,0,0,0,0,0,1,174,6,0,9,0,0,1,1,2,3,0
true_10,0,0,1,0,1,0,0,0,0,10,177,0,7,0,0,1,0,2,1,0
true_11,2,1,7,0,0,4,0,0,0,1,0,149,10,3,3,0,6,4,7,1
true_12,0,6,5,5,9,1,6,2,0,1,0,3,151,5,1,0,1,0,1,0
true_13,1,2,0,0,2,1,0,0,0,0,0,0,5,176,3,4,0,1,3,0
true_14,1,5,0,0,2,0,0,0,2,1,2,2,13,3,159,0,0,1,6,0
true_15,7,0,1,0,2,0,0,1,0,0,0,0,6,2,1,163,0,3,4,9
true_16,3,1,2,0,0,0,0,0,2,2,2,2,1,0,1,0,132,1,28,5
true_17,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,2,167,9,3
true_18,2,0,2,0,1,0,1,0,0,1,0,1,3,2,1,0,21,11,107,2
true_19,19,0,0,0,1,0,0,0,0,2,2,2,2,0,2,55,11,3,8,19
