class,precision,recall,f1,support,roc_auc,pr_auc
0,0.8846153846153846,0.2875,0.4339622641509434,160,0.9573052285318561,0.632125004988027
1,0.7121951219512195,0.7487179487179487,0.73,195,0.9661696252465484,0.7895027228010293
2,0.6176470588235294,0.7461928934010152,0.6758620689655173,197,0.9631450486658967,0.7423564191760905
3,0.734375,0.47959183673469385,0.5802469135802469,196,0.9683577823966745,0.7000274515398336
4,0.6568627450980392,0.694300518134715,0.6750629722921915,193,0.9730568499669013,0.7777081710061177
5,0.8592964824120602,0.8636363636363636,0.8614609571788413,198,0.9910626420984764,0.9166802766578113
6,0.8633879781420765,0.8102564102564103,0.8359788359788359,195,0.9870310202617896,0.8992118693122761
7,0.8313953488372093,0.7222222222222222,0.772972972972973,198,0.9789948759713598,0.8375081069954114
8,0.884393063583815,0.7688442211055276,0.8225806451612904,199,0.9896844907821098,0.8945275978199457
9,0.8133971291866029,0.8542713567839196,0.8333333333333334,199,0.9937428672345205,0.9389336194057774
10,0.8647342995169082,0.895,0.8796068796068796,200,0.9936813725490196,0.9488954249363448
11,0.9119496855345912,0.7323232323232324,0.8123249299719888,198,0.9779924101032724,0.8541154208949477
12,0.4884488448844885,0.751269035532995,0.592,197,0.9690586903183919,0.7782958972828201
13,0.8640776699029126,0.898989898989899,0.8811881188118812,198,0.9916656769260352,0.9379911451647308
14,0.8440860215053764,0.7969543147208121,0.8198433420365535,197,0.9826369798303974,0.8979233153763956
15,0.5971731448763251,0.8492462311557789,0.7012448132780082,199,0.9767072551218708,0.7689879830450265
16,0.689119170984456,0.7307692307692307,0.7093333333333334,182,0.9828756110110625,0.803784698586954
17,0.780952380952381,0.8723404255319149,0.8241206030150754,188,0.9913938783753282,0.9172107706546754
18,0.5722222222222222,0.6645161290322581,0.6149253731343284,155,0.9730611698567795,0.7035636459209189
19,0.325,0.20634920634920634,0.2524271844660194,126,0.9314441656648024,0.272626973290386
