,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,65,1,0,0,1,0,0,0,0,0,1,2,5,4,3,21,3,8,10,36
true_1,0,150,11,5,3,13,0,0,0,1,0,0,7,0,2,1,0,1,1,0
true_2,0,8,155,7,7,5,0,0,0,0,3,0,10,0,2,0,0,0,0,0
true_3,0,8,47,103,24,1,4,0,1,1,0,1,3,1,0,0,0,0,2,0
true_4,0,3,11,16,137,2,3,0,0,0,0,2,16,0,0,0,0,1,2,0
true_5,0,11,11,0,3,169,1,0,0,0,1,0,1,0,0,1,0,0,0,0
true_6,0,0,3,2,4,1,162,6,2,1,0,0,8,1,2,0,0,0,3,0
true_7,1,0,3,2,1,0,7,139,11,0,0,0,21,1,1,0,3,0,6,2
true_8,0,0,2,0,1,0,4,14,156,1,1,0,8,1,1,0,5,2,3,0
true_9,0,0,0,0,0,1,0,0,1,171,8,0,10,0,0,1,2,1,2,2
true_10,0,0,1,0,0,0,0,0,0,8,179,0,7,0,0,1,0,1,2,1
true_11,2,1,8,1,0,3,0,0,0,1,0,152,8,3,1,0,7,4,6,1
true_12,0,8,5,7,6,0,7,2,0,1,0,5,151,4,1,0,0,0,0,0
true_13,0,2,0,0,0,1,0,0,0,0,0,0,5,177,3,3,0,1,6,0
true_14,1,2,0,0,2,1,0,0,2,1,2,1,12,4,162,0,0,0,6,1
true_15,2,1,0,0,0,0,0,0,1,0,0,0,6,2,1,158,1,2,5,20
true_16,3,0,2,0,0,0,0,0,2,2,1,8,1,0,1,0,130,1,23,8
true_17,0,0,1,0,1,0,0,0,1,0,0,1,3,1,1,1,2,162,9,5
true_18,1,0,2,0,0,0,1,0,0,1,0,6,3,2,1,0,17,7,111,3
true_19,5,0,0,0,0,0,1,0,1,2,2,2,2,1,1,40,10,1,9,49
