round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,0,1,train,1.2673561059013763,0.6693535640904063,0.1015061114070998,0.030188082819661767,0.0034095243763571054
1,1,1,train,1.230454429129108,0.7085684966649564,0.11942521967902117,0.0982555156490508,0.028044611747628893
1,2,1,train,1.540895665260522,0.5301999587713874,0.022683297422332497,0.024943310657596373,0.02182122592541379
1,-1,1,validation,0.1287994990614428,0.4649867374005305,0.4372662215132348,0.4649867374005305,0.3826799988626513
2,0,1,train,0.7047063129380194,0.8157104472893947,0.7961431307448946,0.7230915125651968,0.7322614156240802
2,2,1,train,1.0593572326592708,0.6808905380333953,0.41046513010308017,0.28921871779014635,0.25117949963687614
2,1,1,train,0.7402980326384795,0.8155464340687532,0.3835564681815189,0.3335043612108774,0.23129702595442733
2,-1,1,validation,0.1072782183673717,0.5185676392572944,0.45933075301737275,0.5185676392572944,0.4448139892875743
3,2,1,train,0.8698662338092139,0.7252112966398682,0.4189406581642856,0.32941661513090087,0.28712434298034956
3,1,1,train,0.5762079712919524,0.8537711646998462,0.418122563943951,0.4345818368394048,0.3866453829504741
3,0,1,train,0.5118972129386031,0.8588588588588588,0.8479732274833216,0.7975343764817449,0.8075471939042715
3,-1,1,validation,0.09631486005428931,0.5535809018567639,0.5227544723131808,0.5535809018567639,0.4818478701785402
4,1,1,train,0.4747482484176022,0.8732683427398666,0.45549856660467464,0.46998460749102106,0.43543092135121125
4,2,1,train,0.7435937805444395,0.7598433312719027,0.4806498087077471,0.37682951968666256,0.3351622769042174
4,0,1,train,0.40184397161044555,0.8865180970444128,0.8924741344165933,0.8572783309625415,0.8666889207941942
4,-1,1,validation,0.09030471470216857,0.5753315649867374,0.5576572717777285,0.5753315649867374,0.5099809958568087
5,1,1,train,0.41103106050095595,0.8909697280656746,0.6744588616448676,0.5336069779374037,0.5092665012935726
5,2,1,train,0.6434597118365529,0.7911770768913626,0.5545448275075082,0.42506699649556795,0.40260670577500424
5,0,1,train,0.32336405302031024,0.9105421210684369,0.9149053171835447,0.8874664137822033,0.8947877222017704
5,-1,1,validation,0.08357015213378229,0.6074270557029178,0.6954628683347407,0.6074270557029178,0.556220070178189
6,0,1,train,0.2623702372810004,0.9272957167694009,0.9458614502101712,0.9252410305041884,0.9320981401693137
6,1,1,train,0.35275167260380064,0.9017444843509491,0.8936710732584682,0.5769625448948179,0.572501556329272
6,2,1,train,0.5582452294857878,0.8196248196248196,0.7962849793305196,0.4710368996083282,0.4789243412787481
6,-1,1,validation,0.0815908925365706,0.6289124668435013,0.6945026705587671,0.6289124668435013,0.5844515609693758
7,0,1,train,0.21015116800036696,0.942310731784416,0.9557958017067901,0.9344080923028292,0.9417650030680778
7,1,1,train,0.30977596184162454,0.9120061570035917,0.8932437598442293,0.6097998973832734,0.6194183525053949
7,2,1,train,0.492212369008676,0.8437435580292723,0.8388274857348001,0.5120593692022264,0.5216107459687299
7,-1,1,validation,0.08408490363261428,0.6251989389920425,0.6724001128489825,0.6251989389920425,0.5840084563358979
8,2,1,train,0.4162698511867539,0.8655947227375799,0.8507848230336399,0.5165945165945166,0.5255911863176372
8,0,1,train,0.17765843083334126,0.9510036352141615,0.9626699602611126,0.9438912596807334,0.9501379234283577
8,1,1,train,0.2647929255484191,0.9232939969214982,0.9096385407945741,0.6282709081580298,0.6456948010075678
8,-1,1,validation,0.07943221017994995,0.6474801061007958,0.6918839603255036,0.6474801061007958,0.6166645675985369
9,0,1,train,0.15330734992731418,0.9552710605342185,0.9737936983307227,0.9562193772720089,0.9627540077657905
9,1,1,train,0.2281735915782266,0.9374037968188814,0.9187727125856157,0.6690610569522832,0.6978243955107297
9,2,1,train,0.36656736572714227,0.8853844568130281,0.8634749017429774,0.5813234384662956,0.6109188125214604
9,-1,1,validation,0.08037358070241994,0.6549071618037136,0.6933165427444767,0.6549071618037136,0.6298053943137594
10,2,1,train,0.3154386000242084,0.9055864770150484,0.8654093816162596,0.5782312925170068,0.6151035027529376
10,1,1,train,0.19911474081092193,0.9466393022062596,0.9203276081222674,0.724217547460236,0.7631427511554693
10,0,1,train,0.13062850979034496,0.9601706970128022,0.9785928735982039,0.9636478583847005,0.9689059324107492
10,-1,1,validation,0.0818643885953673,0.6631299734748011,0.7029007835529926,0.6631299734748011,0.6410030576983773
