,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,91,0,2,0,0,0,0,1,0,2,7,2,6,0,1,10,3,5,17,13
true_1,0,131,20,14,4,12,0,1,0,1,0,0,7,0,2,1,0,0,2,0
true_2,0,4,159,17,2,2,0,0,0,0,2,0,9,0,1,0,1,0,0,0
true_3,0,1,27,155,5,1,0,0,0,0,2,0,4,1,0,0,0,0,0,0
true_4,0,3,14,30,126,0,0,0,0,0,2,0,17,0,0,0,1,0,0,0
true_5,0,8,47,5,0,136,0,0,0,0,0,0,1,0,0,0,1,0,0,0
true_6,0,1,15,27,6,0,107,12,4,0,1,0,19,0,0,0,2,0,1,0
true_7,0,0,6,1,2,1,2,142,10,0,2,0,22,1,0,0,4,0,5,0
true_8,0,0,2,0,1,0,4,9,164,0,4,0,8,0,1,0,3,1,2,0
true_9,1,0,2,0,0,0,0,0,1,168,16,0,9,0,0,0,0,1,1,0
true_10,0,0,2,0,0,0,0,0,0,5,182,0,7,0,0,1,1,0,2,0
true_11,2,2,16,2,2,0,1,0,2,0,2,115,21,1,3,0,14,4,10,1
true_12,1,4,7,19,2,0,2,7,3,1,0,1,145,3,1,0,1,0,0,0
true_13,2,1,2,0,0,1,0,1,0,0,0,0,5,176,3,0,0,3,4,0
true_14,1,1,1,1,1,1,0,1,1,0,4,0,18,3,156,0,1,0,7,0
true_15,15,0,4,0,0,0,0,2,0,0,0,0,6,2,2,142,2,4,7,13
true_16,2,0,3,0,0,0,0,0,1,0,3,0,2,0,1,0,139,1,24,6
true_17,1,0,1,0,0,1,0,0,0,0,1,0,3,1,1,0,1,165,10,3
true_18,1,0,3,0,0,1,1,1,0,2,2,0,3,3,3,0,13,4,118,0
true_19,33,0,1,0,0,0,0,1,1,1,3,1,2,0,3,38,14,3,5,20
