,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,65,0,2,0,0,0,0,1,0,0,2,1,4,6,1,12,3,10,21,32
true_1,0,138,14,12,4,12,2,1,0,0,0,0,7,0,2,1,0,0,2,0
true_2,0,5,153,17,4,2,0,0,0,0,2,0,11,0,1,0,2,0,0,0
true_3,0,3,23,154,7,1,2,0,0,0,2,0,3,1,0,0,0,0,0,0
true_4,0,4,11,25,132,0,0,0,0,0,2,0,18,1,0,0,0,0,0,0
true_5,0,12,29,5,1,148,0,0,0,0,0,0,1,0,0,0,1,0,1,0
true_6,1,1,8,20,5,0,119,10,2,0,1,0,23,1,1,0,2,0,1,0
true_7,0,0,6,3,2,0,2,139,9,0,2,0,24,2,0,0,5,1,3,0
true_8,0,0,1,0,1,0,4,6,160,0,4,0,13,0,1,0,4,2,3,0
true_9,1,0,0,0,0,1,0,0,1,168,13,0,10,0,0,0,3,1,1,0
true_10,0,0,2,0,0,0,0,0,0,4,182,0,7,0,0,1,1,1,2,0
true_11,1,2,10,3,2,1,1,0,1,0,2,126,18,1,3,0,11,4,10,2
true_12,0,5,6,14,1,0,3,2,3,1,0,2,150,6,1,0,3,0,0,0
true_13,1,1,2,0,0,1,0,0,0,1,0,0,5,179,2,0,0,1,5,0
true_14,1,1,1,0,2,1,1,0,0,0,2,0,21,6,148,0,5,0,7,1
true_15,7,1,3,0,0,0,0,1,0,0,0,0,6,2,1,139,0,4,9,26
true_16,0,0,3,0,0,0,0,0,1,0,2,1,1,1,0,0,128,2,36,7
true_17,0,0,0,0,0,2,0,0,0,0,0,0,3,2,1,0,2,169,7,2
true_18,0,0,3,0,0,0,1,0,0,2,2,0,3,3,1,0,12,9,119,0
true_19,20,0,1,0,1,0,0,1,0,1,1,1,2,1,3,40,12,5,5,32
