class,precision,recall,f1,support,roc_auc,pr_auc
0,0.6228070175438597,0.44375,0.5182481751824818,160,0.9475311634349031,0.5197920157518017
1,0.791907514450867,0.7025641025641025,0.7445652173913043,195,0.9616740182894029,0.7716411366452692
2,0.44868035190615835,0.7766497461928934,0.5687732342007435,197,0.9566915430307112,0.7048972820031829
3,0.5306122448979592,0.7959183673469388,0.636734693877551,196,0.9695069549924055,0.7218510710324253
4,0.8366013071895425,0.6632124352331606,0.7398843930635838,193,0.9642310327495325,0.7770510565376934
5,0.9111111111111111,0.6212121212121212,0.7387387387387387,198,0.9817124209621411,0.856421446024136
6,0.9047619047619048,0.48717948717948717,0.6333333333333333,195,0.9723241886318811,0.8364941104217297
7,0.8580246913580247,0.702020202020202,0.7722222222222223,198,0.9781634938409854,0.8315496927835775
8,0.8928571428571429,0.7537688442211056,0.8174386920980926,199,0.9833851418954195,0.8886936631188845
9,0.9937888198757764,0.8040201005025126,0.8888888888888888,199,0.9879107100892307,0.9112662664085205
10,0.7045454545454546,0.93,0.8017241379310345,200,0.9922464985994397,0.9434611055594498
11,0.9727272727272728,0.5404040404040404,0.6948051948051948,198,0.9492192360333459,0.7773250269285785
12,0.4407894736842105,0.6802030456852792,0.5349301397205589,197,0.957822416004978,0.6977026937267895
13,0.9277777777777778,0.8434343434343434,0.8835978835978836,198,0.9894055334984786,0.9321433472672279
14,0.824468085106383,0.7868020304568528,0.8051948051948052,197,0.9830674503218584,0.8881288534379809
15,0.6985645933014354,0.7336683417085427,0.7156862745098039,199,0.9737823815239738,0.7667756604808663
16,0.6339285714285714,0.7802197802197802,0.6995073891625616,182,0.9782164602398715,0.7721513842061013
17,0.8177083333333334,0.8351063829787234,0.8263157894736842,188,0.9927533649334142,0.9190872545327803
18,0.4845814977973568,0.7096774193548387,0.5759162303664922,155,0.9674662026502476,0.6788687177469903
19,0.3333333333333333,0.1746031746031746,0.22916666666666666,126,0.9372059745962051,0.2825804237654382
