round,client_id,epoch,phase,loss,accuracy,precision,recall,f1
1,3,1,train,1.237803324063619,0.5931098696461825,0.8042793461839864,0.8128491620111732,0.7991284627206414
1,2,1,train,0.9029245492122756,0.6992780682101071,0.8273757402697902,0.8095593726661687,0.8002929029780596
1,4,1,train,0.4246688252199089,0.8713304184884447,0.9426451217472945,0.9500312304809494,0.9460979348898256
1,1,1,train,1.3470256652217358,0.5294693078992418,0.7059025693415262,0.6879432624113475,0.6740224161882236
1,0,1,train,0.8669793293393122,0.7251593550806149,0.8409280548308253,0.8365204349456318,0.8269080325192107
1,5,1,train,0.7306162401595536,0.7764127764127764,0.9108152339562156,0.9103194103194103,0.9053772944492556
1,-1,1,validation,0.2840175533958708,0.37984084880636604,0.4753226983663562,0.37984084880636604,0.33429599811848765
2,5,1,train,0.435757592005436,0.8636363636363636,0.9187213302241669,0.9158476658476659,0.9115472420864308
2,0,1,train,0.6419180917447644,0.8038995125609298,0.8464039587238156,0.8488938882639671,0.8338394026801595
2,4,1,train,0.3050737512687138,0.9113054341036851,0.9419758604757997,0.9475327920049968,0.9438783108709046
2,2,1,train,0.7442484646369045,0.7545431914363954,0.842061193984458,0.8319641523525019,0.830462772418428
2,3,1,train,0.7841821689020705,0.7513966480446927,0.807309662878832,0.8091247672253259,0.7992996277632115
2,1,1,train,0.796692821677425,0.7268280753240401,0.8223602234491216,0.8119344583027636,0.8129502131637044
2,-1,1,validation,0.19296260402199444,0.553315649867374,0.6478159523706929,0.553315649867374,0.5321196290589271
3,4,1,train,0.24440419549395825,0.9306683322923173,0.9664582622696694,0.966895690193629,0.9645824096591794
3,1,1,train,0.6875179867893166,0.7576424553680606,0.8353225105920548,0.8231841526045488,0.8245201760584957
3,2,1,train,0.6213677638464017,0.7953696788648245,0.8691203866853303,0.8710480458053274,0.8681993287654742
3,3,1,train,0.6266372714605596,0.8035381750465549,0.8821707025276216,0.88268156424581,0.8788627903956095
3,0,1,train,0.5505796690822807,0.8297712785901762,0.8944417070127592,0.8867641544806899,0.8847330270484558
3,5,1,train,0.35839376111021815,0.8839066339066339,0.934328865540199,0.9312039312039312,0.9294171458184427
3,-1,1,validation,0.1616013039733513,0.60026525198939,0.7085372660108207,0.60026525198939,0.5887089985866704
4,5,1,train,0.34753130416399525,0.8826781326781327,0.9431904944041093,0.9416461916461917,0.940474475321851
4,4,1,train,0.22940995197845113,0.9300437226733291,0.9489249196271728,0.9525296689569019,0.9492318617104931
4,1,1,train,0.6339481112336216,0.7818537539740767,0.8614586658626961,0.8532648569332355,0.8535498501806903
4,0,1,train,0.4885741990522487,0.8406449193850769,0.9173979225519945,0.9171353580802399,0.9135871456396181
4,3,1,train,0.581112468973906,0.8081936685288641,0.9127652174751336,0.9208566108007449,0.9150717735547178
4,2,1,train,0.5546652849756226,0.8142892705999503,0.8811757816664854,0.8780184217077421,0.8735430686857798
4,-1,1,validation,0.14410248709847504,0.6424403183023872,0.7205244456464237,0.6424403183023872,0.6429002566150767
5,1,1,train,0.5572650671310839,0.8038640254340914,0.8693573096472506,0.8664710198092443,0.8634681063089573
5,3,1,train,0.5567475186040004,0.8212290502793296,0.9037890239865708,0.9078212290502793,0.9011792058315917
5,0,1,train,0.45242352375459527,0.8605174353205849,0.9098936909554638,0.8998875140607424,0.8912783380216324
5,2,1,train,0.4988768888937372,0.8337067463281056,0.8926726599147656,0.8897186955439382,0.8882306481674829
5,5,1,train,0.31915909379684165,0.8961916461916462,0.9420575474492173,0.9367321867321867,0.9352196686153986
5,4,1,train,0.21464717259459123,0.9375390381011868,0.9556034553323713,0.9606495940037476,0.9571006158821367
