,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,75,1,2,0,1,0,0,0,0,1,4,1,6,2,1,9,2,5,16,34
true_1,0,140,13,14,4,12,2,0,0,0,0,0,6,0,2,1,0,0,1,0
true_2,0,7,157,16,4,2,0,0,0,1,1,0,7,0,1,0,1,0,0,0
true_3,0,5,24,152,7,0,2,0,0,1,1,0,3,1,0,0,0,0,0,0
true_4,0,5,15,23,130,0,0,0,0,0,2,0,17,0,0,0,1,0,0,0
true_5,0,14,28,3,0,151,0,0,0,0,0,0,1,0,0,0,0,0,0,1
true_6,1,0,10,21,4,0,129,10,2,0,0,0,15,0,1,0,1,0,1,0
true_7,1,0,6,2,4,1,2,142,9,0,1,0,21,0,0,0,5,0,3,1
true_8,1,2,1,1,2,0,3,9,156,1,4,0,9,0,1,0,4,1,4,0
true_9,1,0,2,0,0,0,0,0,1,169,14,0,9,0,0,0,0,1,1,1
true_10,0,0,2,0,0,0,0,0,0,5,181,0,7,0,0,1,1,0,2,1
true_11,1,3,16,3,2,1,0,0,3,0,2,117,19,1,2,0,12,4,9,3
true_12,1,7,8,16,2,0,4,3,3,1,0,1,142,6,1,0,1,0,1,0
true_13,1,2,2,0,1,1,2,0,2,0,0,0,5,176,1,0,0,1,4,0
true_14,1,5,2,1,2,1,1,1,3,0,1,0,18,2,149,0,3,0,6,1
true_15,7,1,3,0,0,0,0,2,0,0,0,0,6,2,1,140,1,3,7,26
true_16,2,0,4,0,0,0,0,0,1,0,2,0,2,0,0,0,141,0,24,6
true_17,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,2,166,9,4
true_18,2,0,3,0,0,0,1,0,0,2,2,1,3,2,2,0,15,7,111,4
true_19,25,0,1,0,1,0,1,1,2,0,1,1,2,0,3,34,13,2,4,35
