,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,67,2,0,0,0,0,0,5,1,0,1,2,1,5,3,21,6,15,5,26
true_1,0,148,8,6,4,12,0,3,0,0,0,0,7,1,3,1,0,1,1,0
true_2,0,8,145,12,7,9,1,5,1,1,2,0,3,0,3,0,0,0,0,0
true_3,0,2,29,134,16,1,4,1,1,0,0,1,3,2,1,1,0,0,0,0
true_4,0,4,10,16,139,2,3,10,0,0,0,2,5,1,0,0,0,0,1,0
true_5,0,11,9,2,2,171,0,1,0,0,0,0,0,0,1,0,0,0,0,1
true_6,0,0,5,3,4,0,162,6,5,0,0,2,5,0,2,1,0,0,0,0
true_7,2,0,5,1,3,0,3,154,17,0,0,0,5,2,1,0,2,0,2,1
true_8,0,1,0,0,1,0,2,18,163,1,1,1,3,1,3,0,1,2,1,0
true_9,2,1,0,0,0,0,0,9,1,175,6,3,0,0,0,0,0,2,0,0
true_10,0,0,2,0,0,0,0,8,0,10,174,1,0,0,0,1,1,3,0,0
true_11,1,1,4,0,1,4,1,2,2,0,0,154,6,2,4,0,7,4,4,1
true_12,0,5,4,12,6,0,7,6,3,0,0,4,138,6,4,0,2,0,0,0
true_13,0,2,2,0,0,1,0,3,1,0,0,0,1,181,2,2,1,1,1,0
true_14,0,4,2,0,1,1,0,7,3,0,1,2,4,4,164,0,1,1,2,0
true_15,7,1,2,0,0,0,0,7,0,0,0,0,0,2,2,159,0,1,3,15
true_16,2,1,2,0,0,0,0,1,3,0,0,18,0,0,2,0,131,3,10,9
true_17,1,0,0,0,0,0,0,4,0,0,0,1,0,1,2,1,1,168,4,5
true_18,3,0,3,0,0,1,1,5,0,1,0,9,0,4,2,1,21,9,94,1
true_19,16,0,1,0,0,0,1,2,0,1,0,2,0,2,3,43,16,5,3,31
