,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,80,3,0,0,0,2,0,6,3,0,0,2,0,5,1,18,4,15,6,15
true_1,0,146,9,6,5,15,0,3,0,0,0,0,6,0,2,1,0,1,1,0
true_2,0,6,154,8,9,8,0,5,2,0,1,0,2,0,2,0,0,0,0,0
true_3,0,4,30,126,20,1,4,3,4,0,1,0,2,1,0,0,0,0,0,0
true_4,0,6,11,17,135,1,3,11,1,1,0,0,7,0,0,0,0,0,0,0
true_5,0,9,11,1,4,169,0,2,0,0,0,0,1,0,0,0,0,0,1,0
true_6,0,0,3,2,4,0,159,11,7,0,0,2,3,0,2,0,0,2,0,0
true_7,1,0,0,0,3,0,4,156,19,0,0,0,7,1,0,0,2,1,3,1
true_8,0,1,1,0,1,0,2,18,167,0,0,1,1,1,2,0,1,2,1,0
true_9,1,0,0,0,0,1,0,9,3,173,5,3,0,0,0,0,0,3,1,0
true_10,0,0,1,0,0,0,0,8,1,7,177,1,0,0,1,1,2,1,0,0
true_11,1,1,3,1,1,4,0,2,4,0,0,151,6,4,3,0,6,4,6,1
true_12,0,5,8,6,13,1,9,6,4,0,0,4,129,8,3,0,1,0,0,0
true_13,0,2,0,0,0,1,2,5,1,0,0,0,1,181,2,0,0,1,1,1
true_14,0,2,0,0,3,1,0,8,3,0,1,2,5,4,163,0,1,1,3,0
true_15,9,0,1,0,0,0,0,9,0,0,0,0,0,3,3,155,0,3,3,13
true_16,1,0,1,0,0,1,0,1,7,1,0,13,0,2,2,0,129,2,16,6
true_17,0,0,1,0,0,0,0,4,2,0,0,1,0,2,1,0,2,167,6,2
true_18,3,0,3,0,0,0,1,6,2,1,0,7,0,4,6,1,19,10,91,1
true_19,24,0,1,0,0,0,0,3,2,0,0,3,1,2,2,51,10,3,5,19
