,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,69,2,0,0,0,2,0,0,1,3,0,2,3,4,2,7,5,19,5,36
true_1,0,157,0,7,3,14,0,0,1,0,0,0,9,0,1,1,0,0,1,1
true_2,0,44,66,31,11,29,0,0,0,1,1,1,10,0,3,0,0,0,0,0
true_3,0,13,5,148,8,3,2,0,2,3,0,1,8,1,0,0,1,1,0,0
true_4,0,14,2,24,127,3,3,1,0,1,0,0,16,0,0,0,0,2,0,0
true_5,0,18,0,3,2,170,0,0,0,1,0,0,2,0,1,0,1,0,0,0
true_6,0,2,1,6,4,1,146,6,7,4,0,0,11,2,1,0,1,3,0,0
true_7,0,1,0,0,2,0,5,141,17,2,0,0,19,1,1,0,4,0,2,3
true_8,0,0,0,0,1,0,2,13,158,0,1,1,11,2,1,0,3,3,3,0
true_9,0,1,0,0,0,0,0,0,2,172,7,2,9,0,0,0,1,3,1,1
true_10,0,1,0,0,0,1,0,0,0,7,177,0,7,0,0,1,3,3,0,0
true_11,1,7,0,1,0,3,0,0,1,0,0,144,13,3,4,0,8,7,4,2
true_12,0,9,0,10,7,2,3,3,1,1,0,3,146,9,1,0,1,1,0,0
true_13,0,2,0,0,0,1,0,1,1,1,0,0,6,180,2,0,1,1,0,2
true_14,1,8,0,0,1,1,0,0,2,1,0,2,14,6,149,0,2,3,6,1
true_15,8,1,0,0,0,0,0,1,0,3,0,0,6,2,1,138,4,3,4,28
true_16,2,1,1,0,0,0,0,0,1,2,0,6,2,0,2,0,140,5,16,4
true_17,1,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,3,171,4,3
true_18,3,0,0,0,0,1,1,1,1,3,0,2,3,4,2,0,23,18,91,2
true_19,13,0,0,0,0,0,0,0,0,2,0,1,3,2,1,38,13,8,6,39
