class,precision,recall,f1,support,roc_auc,pr_auc
0,0.7142857142857143,0.46875,0.5660377358490566,160,0.9651402354570637,0.6635061211637854
1,0.6330645161290323,0.8051282051282052,0.708803611738149,195,0.9713595122825891,0.8010803784344437
2,0.8125,0.5279187817258884,0.64,197,0.9535205524797515,0.7151821330109732
3,0.670995670995671,0.7908163265306123,0.7259953161592506,196,0.977013692998184,0.78087837518898
4,0.7821229050279329,0.7253886010362695,0.7526881720430108,193,0.9766716254249588,0.8252907809457432
5,0.812206572769953,0.8737373737373737,0.8418491484184915,198,0.9913934982524008,0.9149002984606295
6,0.884393063583815,0.7846153846153846,0.8315217391304348,195,0.9847014523937602,0.894592351768517
7,0.7883597883597884,0.7525252525252525,0.7700258397932817,198,0.9826590371803138,0.8681824263038334
8,0.7961165048543689,0.8241206030150754,0.8098765432098766,199,0.9870677948690527,0.8965614696861345
9,0.8731707317073171,0.8994974874371859,0.8861386138613861,199,0.9941812112930939,0.9352376954607922
10,0.9653179190751445,0.835,0.8954423592493298,200,0.9892731092436975,0.9269496587647722
11,0.8531073446327684,0.7626262626262627,0.8053333333333333,198,0.9742144287217076,0.8561290952485816
12,0.7552083333333334,0.7360406091370558,0.7455012853470437,197,0.9754773889336408,0.813930329366244
13,0.6182432432432432,0.9242424242424242,0.7408906882591093,198,0.9917335448550455,0.9455881025315728
14,0.9127906976744186,0.7969543147208121,0.8509485094850948,197,0.9868486292427271,0.9149886996699655
15,0.7534883720930232,0.8140703517587939,0.782608695652174,199,0.9785077726915171,0.8249438355905353
16,0.7333333333333333,0.7857142857142857,0.7586206896551724,182,0.9801092163132298,0.8053880933301081
17,0.8291457286432161,0.8776595744680851,0.8527131782945736,188,0.9929790797961437,0.9088302966683839
18,0.7404580152671756,0.6258064516129033,0.6783216783216783,155,0.9713898184089591,0.7370752621220242
19,0.3916083916083916,0.4444444444444444,0.4163568773234201,126,0.9415346819298521,0.33636066940606185
