,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,75,1,0,0,0,0,0,2,1,1,0,1,2,6,2,13,3,8,3,42
true_1,0,157,5,8,0,15,0,0,1,0,0,0,5,2,0,1,0,0,1,0
true_2,0,24,104,32,7,13,0,0,2,0,2,1,5,5,1,0,1,0,0,0
true_3,0,6,10,155,12,0,2,1,3,1,0,1,1,2,0,1,1,0,0,0
true_4,0,9,3,17,140,2,3,1,1,0,0,1,4,9,1,0,0,1,1,0
true_5,0,16,2,1,3,173,0,0,0,0,0,0,0,1,1,0,0,0,0,1
true_6,0,4,1,6,6,0,153,8,6,0,0,0,5,4,2,0,0,0,0,0
true_7,2,2,0,1,4,1,5,149,12,0,0,0,8,10,0,0,1,0,2,1
true_8,0,0,0,0,1,0,2,15,164,1,1,0,2,9,0,0,1,2,0,1
true_9,0,1,0,0,0,0,1,1,1,179,0,3,0,9,0,0,1,1,0,2
true_10,0,0,0,0,0,1,0,1,1,18,167,0,0,7,0,1,1,2,0,1
true_11,1,4,2,1,2,3,0,0,2,0,0,151,5,7,4,0,6,4,5,1
true_12,0,13,0,10,2,2,5,7,0,0,0,4,145,6,1,0,0,2,0,0
true_13,0,2,0,0,0,1,0,0,2,0,0,0,4,183,1,0,1,1,2,1
true_14,2,6,0,0,1,1,1,0,2,0,1,0,5,13,157,0,3,0,3,2
true_15,4,1,0,0,0,0,0,0,3,0,0,0,0,9,1,162,2,2,1,14
true_16,2,0,1,0,1,1,0,1,1,2,0,9,1,1,0,0,143,1,12,6
true_17,4,0,0,0,0,0,0,1,0,0,0,1,0,4,1,1,0,165,2,9
true_18,5,2,0,0,0,0,1,1,2,2,1,3,0,6,0,1,20,8,97,6
true_19,10,0,0,0,0,0,0,1,2,1,1,2,0,3,0,35,11,2,2,56
