,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,80,2,0,0,1,0,0,0,0,2,0,1,4,1,2,12,3,8,3,41
true_1,0,156,2,7,1,16,0,0,2,0,0,0,7,0,2,1,0,0,1,0
true_2,0,23,102,30,12,10,1,0,0,0,2,2,11,0,2,0,1,0,0,1
true_3,0,9,10,139,24,0,3,0,1,1,0,1,5,1,0,1,0,0,1,0
true_4,1,9,1,12,148,3,3,0,0,0,0,0,14,0,0,0,1,0,1,0
true_5,0,9,1,0,5,179,0,0,0,0,1,0,1,0,1,1,0,0,0,0
true_6,0,4,1,4,11,0,154,7,3,0,0,1,4,2,3,0,1,0,0,0
true_7,0,2,0,1,7,1,5,147,8,0,0,0,19,1,0,0,3,0,2,2
true_8,0,0,0,0,1,0,2,14,156,1,3,0,11,1,1,0,4,2,2,1
true_9,1,1,0,0,0,0,0,0,1,179,2,2,9,0,0,0,2,0,0,2
true_10,0,0,1,0,1,0,0,0,0,16,170,0,7,0,0,1,2,1,1,0
true_11,2,4,2,2,0,3,0,0,1,0,0,155,7,2,2,0,6,3,6,3
true_12,1,13,0,10,4,0,4,3,0,0,0,5,147,6,1,0,2,0,1,0
true_13,0,1,0,0,2,1,0,0,0,1,0,0,4,179,1,4,2,1,2,0
true_14,3,3,0,0,2,1,1,0,1,0,1,2,11,3,161,1,3,0,2,2
true_15,5,2,0,0,2,0,0,0,1,0,0,0,6,3,1,157,0,2,2,18
true_16,1,0,1,0,1,1,0,0,0,2,0,10,1,0,1,0,140,0,16,8
true_17,3,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,166,6,5
true_18,2,1,0,0,1,1,1,0,0,2,1,4,3,2,1,1,16,9,105,5
true_19,8,1,0,0,1,0,0,0,0,3,0,2,2,1,0,33,12,1,4,58
