,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,70,1,0,0,0,0,0,0,0,1,0,3,7,5,4,11,6,11,8,33
true_1,0,154,2,7,1,13,0,0,0,0,0,0,12,0,3,1,0,1,1,0
true_2,0,17,88,38,15,19,0,0,0,2,2,1,13,0,1,0,1,0,0,0
true_3,0,6,7,150,11,3,1,0,1,3,0,1,11,1,0,0,1,0,0,0
true_4,0,9,2,19,137,3,2,0,0,2,0,0,18,0,0,0,1,0,0,0
true_5,0,14,0,2,4,173,0,0,0,1,0,0,1,0,2,0,1,0,0,0
true_6,0,1,1,11,4,0,145,6,7,4,0,1,9,2,1,0,1,2,0,0
true_7,0,0,0,1,2,2,5,144,7,4,0,0,24,1,0,1,2,0,4,1
true_8,0,0,0,0,1,0,1,12,164,2,2,1,10,2,1,0,2,0,1,0
true_9,1,0,0,0,0,1,0,0,3,179,3,3,9,0,0,0,0,0,0,0
true_10,1,0,0,0,0,1,0,0,0,20,167,2,7,0,0,1,0,1,0,0
true_11,1,4,0,1,2,3,0,0,2,0,0,149,15,4,1,0,6,4,6,0
true_12,1,4,0,12,3,1,2,2,1,2,0,4,160,3,2,0,0,0,0,0
true_13,0,1,0,0,0,1,0,0,0,2,0,0,8,181,1,0,1,1,2,0
true_14,0,5,0,0,1,2,0,1,1,3,1,1,14,7,154,0,3,0,3,1
true_15,7,1,0,0,0,0,0,1,0,2,0,0,7,2,1,149,3,3,4,19
true_16,2,1,1,0,0,0,0,1,1,4,0,9,2,0,1,0,137,0,20,3
true_17,0,1,0,0,0,0,0,0,1,2,0,1,3,1,1,1,2,164,8,3
true_18,2,0,0,0,0,1,1,0,1,5,0,2,4,3,1,0,20,8,107,0
true_19,17,0,0,0,0,0,0,0,0,5,0,2,2,1,2,42,12,1,8,34
