,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,65,2,0,0,0,2,0,3,7,1,0,2,0,1,2,17,6,15,8,29
true_1,1,142,10,7,5,15,0,3,0,0,0,1,5,0,3,1,0,0,1,1
true_2,0,15,130,21,6,10,0,5,3,0,0,1,3,1,2,0,0,0,0,0
true_3,0,5,25,132,11,2,6,1,7,0,0,1,4,1,1,0,0,0,0,0
true_4,0,9,10,25,123,1,3,9,3,1,0,0,7,0,1,0,0,1,0,0
true_5,0,14,8,3,1,165,0,1,1,0,0,2,1,0,1,0,1,0,0,0
true_6,0,1,3,3,3,0,162,6,10,0,0,0,1,0,2,0,2,2,0,0
true_7,0,0,2,1,2,0,4,152,23,0,0,0,4,0,0,0,6,0,2,2
true_8,0,0,0,0,0,0,2,19,166,0,1,1,0,1,4,0,2,2,1,0
true_9,0,1,0,0,0,0,0,9,5,171,7,1,0,0,0,0,0,2,2,1
true_10,0,0,1,0,0,0,0,7,5,8,173,0,0,0,1,1,3,1,0,0
true_11,3,3,2,1,1,2,0,2,2,0,0,154,3,3,4,0,7,5,5,1
true_12,0,8,5,12,11,0,10,7,8,0,0,8,116,5,3,0,4,0,0,0
true_13,2,4,0,0,0,0,2,4,3,0,0,0,2,172,3,1,0,1,1,3
true_14,1,2,0,0,1,1,0,7,4,0,0,2,4,2,159,0,5,2,6,1
true_15,5,0,0,0,0,0,0,7,4,0,0,0,0,1,2,148,1,3,6,22
true_16,0,1,1,0,0,0,0,1,7,0,0,4,0,1,1,0,141,2,17,6
true_17,0,0,0,0,0,0,0,3,4,0,0,1,0,0,1,0,4,169,4,2
true_18,5,0,1,0,0,0,1,5,4,2,0,2,0,3,3,0,23,9,97,0
true_19,18,0,0,0,0,0,0,2,4,0,0,1,0,0,4,41,15,8,2,31
