,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6,pred_7,pred_8,pred_9,pred_10,pred_11,pred_12,pred_13,pred_14,pred_15,pred_16,pred_17,pred_18,pred_19
true_0,79,2,0,0,0,1,0,0,2,0,0,2,0,0,4,15,8,6,4,37
true_1,0,158,5,7,1,14,0,0,0,0,0,2,3,0,1,1,0,0,1,2
true_2,0,15,136,22,3,9,0,0,2,0,0,0,2,0,2,0,1,0,0,5
true_3,0,6,20,150,5,2,4,0,3,0,0,1,0,1,2,0,0,0,1,1
true_4,0,13,9,24,122,2,3,0,0,0,0,0,7,1,1,0,1,0,1,9
true_5,0,12,8,2,0,173,0,0,1,0,0,0,0,0,0,0,0,0,0,2
true_6,0,2,4,4,4,1,154,9,8,0,0,0,0,1,4,0,2,0,0,2
true_7,1,2,1,2,0,0,3,146,17,0,1,0,5,1,4,0,3,0,1,11
true_8,0,0,1,0,1,0,2,9,167,0,1,0,1,1,2,0,4,2,1,7
true_9,1,0,0,0,0,1,0,0,3,176,3,3,0,0,0,0,1,1,1,9
true_10,0,0,0,0,0,1,0,0,3,11,173,0,0,0,1,1,2,0,0,8
true_11,3,1,3,2,1,4,0,0,3,0,0,159,4,2,1,1,6,3,3,2
true_12,1,12,6,12,3,0,8,2,3,0,0,7,135,5,1,0,1,0,0,1
true_13,0,2,0,0,0,1,2,0,1,0,0,0,1,181,3,0,0,1,2,4
true_14,2,5,0,0,0,2,0,0,3,1,1,2,4,3,158,0,3,1,3,9
true_15,6,2,0,0,0,0,0,1,1,0,0,0,0,2,2,149,0,1,3,32
true_16,2,0,1,0,0,1,0,0,4,0,0,8,0,0,0,0,149,0,10,7
true_17,4,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,3,163,4,9
true_18,1,0,2,0,0,0,1,0,1,1,0,2,0,4,1,1,26,7,102,6
true_19,15,0,0,0,0,0,0,0,5,1,0,1,0,0,2,26,15,2,2,57
